Employee ID,Full Name,Date of Birth,Gender,Education Level,Hire Date,Department,Job Title,Organization Level,Region,Country,Latitude,Longitude,Employment Status,Employment Type,Base Salary ($),Times Promoted,Annual Leave Entitlement (days),Ethnicity,Tenure (Years),Age (Years),Age Band,Tenure Band,Salary Band,Performance Review Year,Performance Rating,Projects Handled,Project Target,Working Hours,Overtime,Team Size,Potential Rating,Satisfaction Score,Incentive Amount ($),Bonus ($),Incentive Amount ($) Band,Bonus ($) Band,Satisfaction Score Band,Team Size Band,Performance Rating Band,Projects Handled Band,Project Target Band,Working Hours Band,Overtime Band
1503,Henni Rädel,12/9/1960,Male,Doctorate,7/22/2021,R&D,Research Scientist,Mid-Level,Europe,Germany,52.52,13.405,Remote,Full-time,112869.17,3,18,German,3,64,56-66,1-3 Years,100K-125K,2023,4,33,40,1929,146.3333333,2,Low,4,8819.75,11557.55,5K-10K,10K-20K,High,5-Jan,Good,21-40,21-40,1901-2100,101-150
1504,Scott Ward,6/11/1972,Male,High School,2/20/2020,IT,IT Support Specialist,Entry,Europe,UK,51.5074,-0.1278,Remote,Part-time,64893.67,4,22,Black British,4,52,46-55,4-6 Years,50K-75K,2023,1.5,43,47,1865.25,188.5,8.75,High,3.5,4204.86,5921.26,500-5K,5K-10K,High,10-Jun,Below Average,41-60,41-60,1701-1900,151-200
1505,Nigel Roberts,5/20/1960,Male,Associate's,8/13/2022,Finance,Accountant,Operational,Europe,UK,51.5074,-0.1278,Remote,Full-time,52101.03,4,22,White British,2,64,56-66,1-3 Years,50K-75K,2023,1.5,22,29,1936.5,200.5,5,Low,5,2111.71,3224.96,500-5K,500-5K,Very High,5-Jan,Below Average,21-40,21-40,1901-2100,Above 200
1506,Timothy Ellis,4/23/2006,Male,Associate's,2/1/2020,Finance,Accountant,Operational,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,76723.69,0,20,BD-Tribal,4,18,18-25,4-6 Years,75K-100K,2023,2.25,46,55,1895.25,199.25,9.5,Moderate,4,6380.23,8256.35,5K-10K,5K-10K,High,10-Jun,Average,41-60,41-60,1701-1900,151-200
1507,James Bowman,8/15/1984,Male,High School,2/27/2021,Sales,Account Executive,Operational,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,89697.38,0,20,Bengali,3,40,36-45,1-3 Years,75K-100K,2023,1,32,42,1945.333333,126.6666667,12.66666667,Moderate,2.333333333,1754.06,2793.19,500-5K,500-5K,Medium,15-Nov,Poor,21-40,41-60,1901-2100,101-150
1508,Wayne Jackson,3/18/2005,Female,High School,5/6/2022,IT,Software Engineer,Operational,North America,USA,37.7749,-122.4194,Remote,Full-time,68132.25,2,22,White,2,19,18-25,1-3 Years,50K-75K,2023,2,23,26,1807.5,73.5,10,High,4,3070.93,4181.83,500-5K,500-5K,High,10-Jun,Below Average,21-40,21-40,1701-1900,51-100
1509,Kathryn Lane,5/16/1973,Female,Bachelor's,6/5/2020,IT,IT Support Specialist,Entry,Europe,UK,51.5074,-0.1278,Onsite,Full-time,77330.75,3,18,White British,4,51,46-55,4-6 Years,75K-100K,2023,1.5,43,51,1875,103.25,10,Moderate,3.25,4290.86,5517.35,500-5K,5K-10K,High,10-Jun,Below Average,41-60,41-60,1701-1900,101-150
1510,Advik Ghose,5/1/1988,Male,Associate's,1/11/2022,Finance,Accountant,Operational,Asia,India,28.7041,77.1025,Remote,Full-time,62334.3,0,22,Indo-Aryan,2,36,36-45,1-3 Years,50K-75K,2023,1,20,26,2150.5,181.5,5,High,1.5,1244.18,1628.73,500-5K,500-5K,Low,5-Jan,Poor,20-Oct,21-40,Above 2100,151-200
1511,Jean Page-Bell,8/5/1972,Male,High School,12/21/2022,R&D,R&D Engineer,Mid-Level,Europe,UK,51.5074,-0.1278,Remote,Full-time,80143.09,0,20,Asian British,2,52,46-55,1-3 Years,75K-100K,2023,2,21,24,2048,69,3.5,High,3,3073.15,4241.08,500-5K,500-5K,Medium,5-Jan,Below Average,21-40,21-40,1901-2100,51-100
1512,Timo Roht,9/8/1985,Female,Master's,10/22/2021,Operations,Operations Coordinator,Entry,Europe,Germany,52.52,13.405,Remote,Full-time,74639.51,3,18,Turkish,3,39,36-45,1-3 Years,50K-75K,2023,2.666666667,32,40,1756,210.6666667,14,Moderate,4.666666667,5257.3,6673.47,5K-10K,5K-10K,Very High,15-Nov,Average,21-40,21-40,1701-1900,Above 200
1513,William Pierce,11/25/1993,Female,Master's,6/25/2019,HR,HR Specialist,Operational,North America,USA,37.7749,-122.4194,Onsite,Part-time,81356.87,3,20,White,5,31,26-35,4-6 Years,75K-100K,2023,1.6,52,54,2041,143.6,9.8,Low,3.2,6562.55,7938.14,5K-10K,5K-10K,High,10-Jun,Below Average,41-60,41-60,1901-2100,101-150
1514,Derek Webster,4/23/1996,Female,Bachelor's,6/30/2018,Finance,Financial Analyst,Operational,North America,USA,37.7749,-122.4194,Onsite,Part-time,114100.06,1,18,White,6,28,26-35,4-6 Years,100K-125K,2023,2.166666667,67,75,2104.833333,167.3333333,9.166666667,High,2.833333333,8295.27,13461.18,5K-10K,10K-20K,Medium,10-Jun,Average,61-80,61-80,Above 2100,151-200
1515,Cynthia Myers,2/25/1962,Female,Associate's,8/16/2019,Operations,Logistics Manager,Mid-Level,Asia,Bangladesh,23.685,90.3563,Onsite,Part-time,54344.77,4,24,Bengali,2,62,56-66,1-3 Years,50K-75K,2019,4,11,12,1837,191,9,Moderate,5,2694.52,4147.32,500-5K,500-5K,Very High,10-Jun,Good,20-Oct,20-Oct,1701-1900,151-200
1516,Mr. Nathan Mueller,5/8/1972,Male,High School,2/19/2019,Sales,Sales Representative,Entry,North America,USA,37.7749,-122.4194,Remote,Full-time,123635.67,1,15,Black,5,52,46-55,4-6 Years,100K-125K,2023,2.8,54,59,1998.6,166,12.6,Low,4.4,9714.49,14119.73,5K-10K,10K-20K,Very High,15-Nov,Average,41-60,41-60,1901-2100,151-200
1517,Renata Hecker,10/19/1960,Male,Bachelor's,1/24/2018,R&D,R&D Engineer,Mid-Level,Europe,Germany,52.52,13.405,Onsite,Part-time,72737.78,2,22,Germany-Other,6,64,56-66,4-6 Years,50K-75K,2023,2,63,80,1954.833333,120,11.83333333,Low,3.833333333,8014.99,10038.92,5K-10K,10K-20K,High,15-Nov,Below Average,61-80,61-80,1901-2100,101-150
1518,Samuel Burnett,3/17/2003,Female,Master's,2/5/2019,Finance,Financial Analyst,Operational,Asia,Bangladesh,23.685,90.3563,Onsite,Full-time,61164.41,2,22,Bengali,5,21,18-25,4-6 Years,50K-75K,2023,3.2,51,58,1932.6,115,9,Moderate,4.4,10206.81,15287.32,10K-15K,10K-20K,Very High,10-Jun,Good,41-60,41-60,1901-2100,101-150
1519,Fritz Schönland,6/27/1996,Female,Master's,3/1/2018,Operations,Logistics Manager,Mid-Level,Europe,Germany,52.52,13.405,Onsite,Full-time,71784.07,1,22,Turkish,6,28,26-35,4-6 Years,50K-75K,2023,2.833333333,63,72,1808.166667,169,11.83333333,Moderate,4.833333333,12038.86,16069.42,10K-15K,10K-20K,Very High,15-Nov,Average,61-80,61-80,1701-1900,151-200
1520,Sherry Smith,1/27/1966,Female,Associate's,2/27/2021,R&D,R&D Engineer,Mid-Level,North America,USA,37.7749,-122.4194,Onsite,Part-time,44687.26,0,24,White,3,58,56-66,1-3 Years,30K-50K,2023,2.333333333,33,41,2068.333333,140.3333333,11.33333333,Moderate,4.666666667,4607.08,7278.86,500-5K,5K-10K,Very High,15-Nov,Average,21-40,41-60,1901-2100,101-150
1521,Mary Little,11/1/1974,Other,Master's,11/24/2018,IT,Software Engineer,Operational,Asia,Bangladesh,23.685,90.3563,Onsite,Full-time,111167.74,2,15,Bengali,6,50,46-55,4-6 Years,100K-125K,2023,1.333333333,64,81,1988.833333,174.1666667,8.166666667,High,3.333333333,5373.89,6804,5K-10K,5K-10K,High,10-Jun,Below Average,61-80,Above 80,1901-2100,151-200
1522,Qarin Grover,2/12/1959,Male,Master's,4/15/2019,IT,Data Scientist,Mid-Level,Asia,India,28.7041,77.1025,Remote,Full-time,81279.41,4,20,Indo-Aryan,5,65,56-66,4-6 Years,75K-100K,2023,2,54,61,1834.6,237.6,13.4,Moderate,3.2,6843.58,9804.04,5K-10K,5K-10K,High,15-Nov,Below Average,41-60,61-80,1701-1900,Above 200
1523,Laurie Hunt,7/15/1972,Male,Master's,11/3/2020,Finance,Financial Analyst,Operational,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,51662.67,1,22,Bengali,4,52,46-55,4-6 Years,50K-75K,2023,2,41,47,1878,113.25,10.25,High,3,6051.25,7772.91,5K-10K,5K-10K,Medium,15-Nov,Below Average,41-60,41-60,1701-1900,101-150
1524,Yashodhara Issac,3/6/1968,Male,High School,2/1/2018,R&D,Research Scientist,Mid-Level,Asia,India,28.7041,77.1025,Remote,Full-time,77120.74,0,22,Indo-Aryan,6,56,56-66,4-6 Years,75K-100K,2023,2,65,72,1913.166667,162.6666667,6.5,High,3.333333333,9945.88,12539.52,5K-10K,10K-20K,High,10-Jun,Below Average,61-80,61-80,1901-2100,151-200
1525,Gerold Fritsch-Koch II,7/4/1964,Female,High School,5/2/2018,R&D,Research Scientist,Mid-Level,Europe,Germany,52.52,13.405,Onsite,Part-time,44507.67,3,22,Germany-Other,6,60,56-66,4-6 Years,30K-50K,2023,3.166666667,64,69,1878.833333,150.6666667,9.833333333,High,4,13960.52,18641.02,10K-15K,10K-20K,High,10-Jun,Good,61-80,61-80,1701-1900,151-200
1526,Univ.Prof. Karolin Budig,10/21/1985,Female,Bachelor's,12/6/2021,Finance,Financial Analyst,Operational,Europe,Germany,52.52,13.405,Remote,Full-time,46465.05,1,22,German,3,39,36-45,1-3 Years,30K-50K,2023,2,33,38,2181.666667,148.6666667,5.333333333,Moderate,3.333333333,4170.66,6344.67,500-5K,5K-10K,High,10-Jun,Below Average,21-40,21-40,Above 2100,101-150
1527,Wanda Hamilton,5/28/1994,Female,Doctorate,7/8/2021,Sales,Sales Representative,Entry,North America,USA,37.7749,-122.4194,Onsite,Part-time,83981.86,4,18,Asian,3,30,26-35,1-3 Years,75K-100K,2023,2,32,36,1935.333333,170,13,Low,3.333333333,4248.38,5445.55,500-5K,5K-10K,High,15-Nov,Below Average,21-40,21-40,1901-2100,151-200
1528,Lauren Hamilton,10/6/1980,Male,Associate's,1/24/2021,Marketing,Marketing Coordinator,Entry,North America,USA,37.7749,-122.4194,Onsite,Part-time,52933.16,3,24,Asian,3,44,36-45,1-3 Years,50K-75K,2023,1.666666667,32,38,1787.666667,85.33333333,10,High,4.333333333,4092.94,4789.66,500-5K,500-5K,Very High,10-Jun,Below Average,21-40,21-40,1701-1900,51-100
1529,Peter Williams,8/3/1970,Female,Bachelor's,7/11/2018,Marketing,Content Strategist,Operational,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,125320.47,3,15,Bengali,6,54,46-55,4-6 Years,125K-150K,2023,2.333333333,67,74,1844.333333,125.5,9.833333333,High,4.333333333,10837.53,14177.54,10K-15K,10K-20K,Very High,10-Jun,Average,61-80,61-80,1701-1900,101-150
1530,Ryan Ramirez,9/30/1989,Female,Doctorate,7/28/2022,Sales,Sales Manager,Mid-Level,North America,USA,37.7749,-122.4194,Remote,Full-time,60216.29,0,22,Black,2,35,26-35,1-3 Years,50K-75K,2023,2.5,23,24,2117,292.5,11,High,5,3289.24,5535.81,500-5K,5K-10K,Very High,15-Nov,Average,21-40,21-40,Above 2100,Above 200
1531,Hanny Loos,7/24/2006,Female,Bachelor's,2/9/2019,Finance,Financial Analyst,Operational,Europe,Germany,52.52,13.405,Remote,Part-time,65911.74,1,22,German,5,18,18-25,4-6 Years,50K-75K,2023,1.2,55,58,1978.6,22,16,High,2.6,3796.25,6118.23,500-5K,5K-10K,Medium,16-20,Below Average,41-60,41-60,1901-2100,0-50
1532,Rebecca Mcdonald,8/5/1977,Female,High School,2/22/2020,R&D,Research Scientist,Mid-Level,Asia,Bangladesh,23.685,90.3563,Onsite,Full-time,55844.83,0,22,BD-Tribal,4,47,46-55,4-6 Years,50K-75K,2023,1.25,42,51,1682.75,196,10.75,Low,3.5,3686.76,4818.53,500-5K,500-5K,High,15-Nov,Below Average,41-60,41-60,1501-1700,151-200
1533,Univ.Prof. Abram Mude B.A.,8/17/1965,Male,Bachelor's,12/3/2022,Sales,Sales Representative,Entry,Europe,Germany,52.52,13.405,Onsite,Full-time,76069.69,3,22,German,2,59,56-66,1-3 Years,75K-100K,2023,3,23,26,1690,57,5.5,Low,4,5141.4,6467.74,5K-10K,5K-10K,High,10-Jun,Average,21-40,21-40,1501-1700,51-100
1534,Daniel Fisher,12/8/1981,Female,Master's,3/24/2018,IT,Software Engineer,Operational,North America,USA,37.7749,-122.4194,Onsite,Full-time,40685.34,0,22,White,6,43,36-45,4-6 Years,30K-50K,2023,2.833333333,64,70,2041.5,151.6666667,4.5,Moderate,4,12489.52,16477.03,10K-15K,10K-20K,High,5-Jan,Average,61-80,61-80,1901-2100,151-200
1535,Henny Wieloch-Köster,11/26/2000,Female,Master's,3/6/2018,Sales,Sales Manager,Mid-Level,Europe,Germany,52.52,13.405,Onsite,Full-time,72356.33,1,20,German,6,24,18-25,4-6 Years,50K-75K,2023,2,62,72,1904.333333,219.6666667,7.833333333,High,3.833333333,7631.37,12022.23,5K-10K,10K-20K,High,10-Jun,Below Average,61-80,61-80,1901-2100,Above 200
1536,Lewis Kelly,7/9/2000,Female,Bachelor's,8/5/2022,IT,Software Engineer,Operational,Europe,UK,51.5074,-0.1278,Remote,Part-time,40788.03,1,22,White British,2,24,18-25,1-3 Years,30K-50K,2023,4,23,23,1809,123,12,Low,3,6876.95,8559.6,5K-10K,5K-10K,Medium,15-Nov,Good,21-40,21-40,1701-1900,101-150
1537,Udyati Loke,6/13/1981,Female,Doctorate,12/3/2020,R&D,R&D Engineer,Mid-Level,Asia,India,28.7041,77.1025,Onsite,Full-time,61574.62,4,22,Dravidian,2,43,36-45,1-3 Years,50K-75K,2022,2,31,35,1926.666667,133.6666667,14.33333333,Low,4.333333333,4008.81,5922.65,500-5K,5K-10K,Very High,15-Nov,Below Average,21-40,21-40,1901-2100,101-150
1538,Sarah Garcia,11/18/1971,Male,Associate's,11/19/2022,Sales,Account Executive,Operational,Asia,Bangladesh,23.685,90.3563,Remote,Part-time,41623.28,4,24,Bengali,2,53,46-55,1-3 Years,30K-50K,2023,1.5,22,25,2112.5,149,8,High,4,2068.29,2803,500-5K,500-5K,High,10-Jun,Below Average,21-40,21-40,Above 2100,101-150
1539,Mark Flores,2/28/1975,Male,Associate's,12/18/2018,IT,IT Support Specialist,Entry,North America,USA,37.7749,-122.4194,Remote,Full-time,75039.21,3,22,Hispanic,6,49,46-55,4-6 Years,75K-100K,2023,2.333333333,65,75,1997.666667,95.16666667,7.5,Moderate,4.5,10342.58,14806.83,10K-15K,10K-20K,Very High,10-Jun,Average,61-80,61-80,1901-2100,51-100
1540,Josephine Cartwright,4/8/1980,Female,High School,6/4/2020,Operations,Operations Coordinator,Entry,Europe,UK,51.5074,-0.1278,Remote,Full-time,62269.4,3,22,UK-Other,4,44,36-45,4-6 Years,50K-75K,2023,2,42,58,1917.5,200,14.25,High,3.75,4731.96,6555.97,500-5K,5K-10K,High,15-Nov,Below Average,41-60,41-60,1901-2100,151-200
1541,Jonathan Parker,3/6/1960,Female,Doctorate,5/16/2019,Sales,Account Executive,Operational,Asia,Bangladesh,23.685,90.3563,Onsite,Full-time,70321.9,3,22,Bengali,5,64,56-66,4-6 Years,50K-75K,2023,1.6,56,63,2004.4,207.6,13.6,Low,3,5856.43,8321.47,5K-10K,5K-10K,Medium,15-Nov,Below Average,41-60,61-80,1901-2100,Above 200
1542,Amber Phillips,12/18/2001,Male,Associate's,12/9/2019,Sales,Sales Representative,Entry,Europe,UK,51.5074,-0.1278,Remote,Full-time,58756.24,2,22,White British,1,23,18-25,1-3 Years,50K-75K,2023,2.6,54,64,1896,142.8,6.2,Low,2.6,9492.3,12589.81,5K-10K,10K-20K,Medium,10-Jun,Average,41-60,61-80,1701-1900,101-150
1543,Yashica Amble,1/16/1977,Male,High School,1/28/2021,Marketing,Content Strategist,Operational,Asia,India,28.7041,77.1025,Remote,Full-time,98246.24,0,18,Indo-Aryan,3,47,46-55,1-3 Years,75K-100K,2023,3.333333333,32,39,1906,167.6666667,8.333333333,Low,3.666666667,6044.58,9416.05,5K-10K,5K-10K,High,10-Jun,Good,21-40,21-40,1901-2100,151-200
1544,Tina Hayes,9/25/1969,Male,High School,1/2/2021,IT,Data Scientist,Mid-Level,Europe,UK,51.5074,-0.1278,Remote,Full-time,113574.05,2,15,White British,3,55,46-55,1-3 Years,100K-125K,2023,2.333333333,30,33,2005,67.33333333,7.333333333,High,3,5114.55,6584.33,5K-10K,5K-10K,Medium,10-Jun,Average,21-40,21-40,1901-2100,51-100
1545,Melissa Hudson,12/17/1958,Female,Bachelor's,7/30/2020,IT,Software Engineer,Operational,North America,USA,37.7749,-122.4194,Onsite,Part-time,72234.12,0,20,Black,4,66,56-66,4-6 Years,50K-75K,2023,2.75,40,50,1963.75,138.75,12.5,High,3.5,7421.89,9548.45,5K-10K,5K-10K,High,15-Nov,Average,21-40,41-60,1901-2100,101-150
1546,Emily Bishop,12/29/1963,Male,Associate's,10/24/2022,Marketing,Content Strategist,Operational,Asia,Bangladesh,23.685,90.3563,Onsite,Full-time,79798.39,3,20,Bengali,2,61,56-66,1-3 Years,75K-100K,2023,1.5,22,26,1740,216,14,High,4,1743.11,2863.44,500-5K,500-5K,High,15-Nov,Below Average,21-40,21-40,1701-1900,Above 200
1547,Joel Morley,5/15/1975,Female,High School,1/28/2021,IT,IT Support Specialist,Entry,Europe,UK,51.5074,-0.1278,Onsite,Part-time,42273.88,0,22,White British,3,49,46-55,1-3 Years,30K-50K,2023,2.333333333,31,32,2058.333333,157.3333333,9.666666667,Moderate,3.666666667,4807.15,6869.99,500-5K,5K-10K,High,10-Jun,Average,21-40,21-40,1901-2100,151-200
1548,Jimmy Coleman,4/30/1970,Male,High School,3/15/2018,IT,Data Scientist,Mid-Level,North America,USA,37.7749,-122.4194,Onsite,Part-time,73489.5,4,18,Black,6,54,46-55,4-6 Years,50K-75K,2023,2.166666667,66,84,1854.666667,146.5,13.33333333,High,3.833333333,8133.1,12379.51,5K-10K,10K-20K,High,15-Nov,Average,61-80,Above 80,1701-1900,101-150
1549,Jeremiah Chad,4/25/1996,Female,Associate's,1/14/2020,IT,Software Engineer,Operational,Asia,India,28.7041,77.1025,Onsite,Full-time,82545.48,3,18,Dravidian,4,28,26-35,4-6 Years,75K-100K,2023,1.75,44,47,1722.5,86,5.25,Moderate,3,4605.95,7309.49,500-5K,5K-10K,Medium,10-Jun,Below Average,41-60,41-60,1701-1900,51-100
1550,Dan Thanel,5/10/1985,Female,High School,10/2/2019,IT,IT Support Specialist,Entry,Europe,Germany,52.52,13.405,Onsite,Full-time,37117.79,3,25,German,5,39,36-45,4-6 Years,30K-50K,2023,3.4,54,65,1859,182,11.4,High,4.6,12056.35,15111.05,10K-15K,10K-20K,Very High,15-Nov,Good,41-60,61-80,1701-1900,151-200
1551,Univ.Prof. Nicolai Gude B.Sc.,2/7/1999,Male,Bachelor's,10/28/2021,Sales,Sales Representative,Entry,Europe,Germany,52.52,13.405,Onsite,Full-time,69061.92,3,22,German,3,25,18-25,1-3 Years,50K-75K,2023,1,34,42,1887.666667,170,14.33333333,High,2.666666667,2138.23,3055.96,500-5K,500-5K,Medium,15-Nov,Poor,21-40,41-60,1701-1900,151-200
1552,Andrew Gillespie,10/20/1972,Male,Master's,11/26/2019,R&D,R&D Engineer,Mid-Level,North America,USA,37.7749,-122.4194,Remote,Part-time,49937.06,2,22,White,5,52,46-55,4-6 Years,30K-50K,2023,2,53,63,2090.8,137.4,11,High,3,7215.46,9714.01,5K-10K,5K-10K,Medium,15-Nov,Below Average,41-60,61-80,1901-2100,101-150
1553,Frau Ursula Hettner,6/16/1995,Female,High School,4/1/2020,Sales,Sales Representative,Entry,Europe,Germany,52.52,13.405,Onsite,Full-time,87101.82,3,18,German,4,29,26-35,4-6 Years,75K-100K,2023,2.5,44,48,1913.75,143.75,7.5,Low,4,7097.15,9391.56,5K-10K,5K-10K,High,10-Jun,Average,41-60,41-60,1901-2100,101-150
1554,Jamie Howell,4/30/1977,Male,Doctorate,11/14/2021,IT,Software Engineer,Operational,North America,USA,37.7749,-122.4194,Remote,Part-time,76727.67,3,22,White,3,47,46-55,1-3 Years,75K-100K,2023,1.333333333,33,37,1926,170,10,High,2,2792.77,4032.77,500-5K,500-5K,Low,10-Jun,Below Average,21-40,21-40,1901-2100,151-200
1555,Samarth Prabhu,8/27/2002,Male,Associate's,12/21/2018,Finance,Financial Analyst,Operational,Asia,India,28.7041,77.1025,Remote,Full-time,77970.4,2,22,Indo-Aryan,0,22,18-25,<1 Year,75K-100K,2020,2.666666667,30,32,1445.666667,129,5,Moderate,3,5005.25,7404.06,5K-10K,5K-10K,Medium,5-Jan,Average,21-40,21-40,1445-1500,101-150
1556,Adam Hänel-Patberg,10/2/1959,Other,Associate's,12/7/2020,Operations,Operations Coordinator,Entry,Europe,Germany,52.52,13.405,Onsite,Part-time,75121.75,0,18,German,4,65,56-66,4-6 Years,75K-100K,2023,2,45,52,1865.75,99.25,8.5,Moderate,2.75,5277.39,8126.35,5K-10K,5K-10K,Medium,10-Jun,Below Average,41-60,41-60,1701-1900,51-100
1557,Dipl.-Ing. Alf Meyer MBA.,2/4/2004,Male,Doctorate,12/22/2021,R&D,Research Scientist,Mid-Level,Europe,Germany,52.52,13.405,Remote,Full-time,62197.74,4,22,Germany-Other,3,20,18-25,1-3 Years,50K-75K,2023,3,34,41,1897.333333,89.33333333,6,High,5,6462.45,8815.67,5K-10K,5K-10K,Very High,10-Jun,Average,21-40,41-60,1701-1900,51-100
1558,Sarah Ramirez,6/14/1963,Female,Bachelor's,8/27/2020,IT,Data Scientist,Mid-Level,North America,USA,37.7749,-122.4194,Remote,Full-time,68832.02,0,22,White,4,61,56-66,4-6 Years,50K-75K,2023,2.75,43,54,2039.75,107,8.25,Moderate,4.5,6859.67,10498.67,5K-10K,10K-20K,Very High,10-Jun,Average,41-60,41-60,1901-2100,101-150
1559,Keith Brady,6/19/2002,Other,High School,10/22/2020,IT,IT Support Specialist,Entry,North America,USA,37.7749,-122.4194,Onsite,Full-time,54652.73,2,22,White,4,22,18-25,4-6 Years,50K-75K,2023,2.75,45,52,2000.75,116,12.75,Moderate,3.25,8520.41,10795.26,5K-10K,10K-20K,High,15-Nov,Average,41-60,41-60,1901-2100,101-150
1560,Kimberly Rojas,1/27/1966,Male,High School,3/12/2018,IT,Software Engineer,Operational,North America,USA,37.7749,-122.4194,Onsite,Full-time,59421.63,0,22,Hispanic,6,58,56-66,4-6 Years,50K-75K,2023,2.833333333,64,66,1956.166667,159.6666667,6.833333333,Low,4.333333333,13301.16,17134.61,10K-15K,10K-20K,Very High,10-Jun,Average,61-80,61-80,1901-2100,151-200
1561,Terry Noble,9/21/1979,Female,Master's,2/6/2020,Operations,Logistics Manager,Mid-Level,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,44478.18,1,24,Bengali,4,45,36-45,4-6 Years,30K-50K,2023,2.5,41,46,1817.75,140.5,10.75,High,3.25,5532.59,9416.69,5K-10K,5K-10K,High,15-Nov,Average,41-60,41-60,1701-1900,101-150
1562,Advaith Dara,7/8/1963,Female,Associate's,7/12/2020,Sales,Sales Manager,Mid-Level,Asia,India,28.7041,77.1025,Onsite,Part-time,97521.94,2,18,Indo-Aryan,4,61,56-66,4-6 Years,75K-100K,2023,3.25,41,44,1924.75,80.5,18,Low,4.25,9890.65,12711.15,5K-10K,10K-20K,Very High,16-20,Good,41-60,41-60,1901-2100,51-100
1563,Bartholomäus Kreusel B.Sc.,7/13/1987,Male,Bachelor's,9/1/2019,Marketing,Content Strategist,Operational,Europe,Germany,52.52,13.405,Remote,Full-time,100962.57,3,15,German,5,37,36-45,4-6 Years,100K-125K,2023,2.2,54,70,1855,102,8.4,High,4,7419.85,10335.4,5K-10K,10K-20K,High,10-Jun,Average,41-60,61-80,1701-1900,101-150
1564,Andrew Calhoun,9/22/1960,Female,Doctorate,6/28/2020,Finance,Financial Analyst,Operational,Asia,Bangladesh,23.685,90.3563,Onsite,Part-time,120631.06,1,15,Bengali,4,64,56-66,4-6 Years,100K-125K,2023,2.5,44,51,1999.75,137,11.25,Low,4.5,6551.36,10333.93,5K-10K,10K-20K,Very High,15-Nov,Average,41-60,41-60,1901-2100,101-150
1565,Marieluise Salz,3/8/1972,Male,High School,6/24/2019,IT,Software Engineer,Operational,Europe,Germany,52.52,13.405,Onsite,Full-time,59881.82,4,24,German,5,52,46-55,4-6 Years,50K-75K,2023,2.4,54,58,2076.6,188.4,12,Low,3.8,9043.71,12187.81,5K-10K,10K-20K,High,15-Nov,Average,41-60,41-60,1901-2100,151-200
1566,Ms Katie Thomas,4/26/2000,Female,Associate's,4/28/2019,IT,Software Engineer,Operational,Europe,UK,51.5074,-0.1278,Remote,Full-time,93820.91,4,18,White British,5,24,18-25,4-6 Years,75K-100K,2023,2.6,56,61,1929.6,147,9.2,Low,3.8,10397.69,13871.35,10K-15K,10K-20K,High,10-Jun,Average,41-60,61-80,1901-2100,101-150
1567,Dr. Anton Eimer,2/15/1993,Male,Bachelor's,9/10/2022,Marketing,Content Strategist,Operational,Europe,Germany,52.52,13.405,Onsite,Part-time,90679.86,1,18,German,2,31,26-35,1-3 Years,75K-100K,2023,1,22,27,1598.5,79,11.5,Low,3.5,1518.54,1977.46,500-5K,500-5K,High,15-Nov,Poor,21-40,21-40,1501-1700,51-100
1568,Hiral Zacharia,7/11/1967,Male,Doctorate,3/21/2018,Finance,Financial Analyst,Operational,Asia,India,28.7041,77.1025,Remote,Full-time,41157.97,3,24,Indo-Aryan,6,57,56-66,4-6 Years,30K-50K,2023,1.833333333,65,75,2122,129,11,High,2.333333333,7934.95,10359.25,5K-10K,10K-20K,Medium,15-Nov,Below Average,61-80,61-80,Above 2100,101-150
1569,Lisa Cameron,8/30/1960,Female,Associate's,5/21/2022,IT,Software Engineer,Operational,Asia,Bangladesh,23.685,90.3563,Onsite,Full-time,70070.41,4,18,Bengali,2,64,56-66,1-3 Years,50K-75K,2023,3.5,22,23,2024.5,48,12,Low,5,4420.71,6943.27,500-5K,5K-10K,Very High,15-Nov,Good,21-40,21-40,1901-2100,0-50
1570,Waltraut Hellwig-Ruppert,3/8/1986,Female,Master's,1/14/2019,Sales,Sales Representative,Entry,Europe,Germany,52.52,13.405,Onsite,Full-time,73852.17,1,22,Germany-Other,5,38,36-45,4-6 Years,50K-75K,2023,1.6,53,67,2019,187.6,9.2,High,1.6,5010.06,7024.33,5K-10K,5K-10K,Low,10-Jun,Below Average,41-60,61-80,1901-2100,151-200
1571,Lauren Lewis,11/28/1969,Female,Doctorate,6/7/2022,IT,Software Engineer,Operational,Asia,Bangladesh,23.685,90.3563,Onsite,Full-time,72568.34,4,22,Bengali,2,55,46-55,1-3 Years,50K-75K,2023,2.5,22,25,1769,169,8.5,High,2.5,2922.48,5196.52,500-5K,5K-10K,Medium,10-Jun,Average,21-40,21-40,1701-1900,151-200
1572,Christopher Brown,10/28/1967,Male,Bachelor's,12/10/2022,IT,Data Scientist,Mid-Level,North America,USA,37.7749,-122.4194,Remote,Full-time,113795.59,1,18,Hispanic,2,57,56-66,1-3 Years,100K-125K,2023,2.5,21,26,1990,154,12,High,4,3225.4,4742.09,500-5K,500-5K,High,15-Nov,Average,21-40,21-40,1901-2100,151-200
