Employee ID,Full Name,Date of Birth,Gender,Education Level,Hire Date,Department,Job Title,Organization Level,Region,Country,Latitude,Longitude,Employment Status,Employment Type,Base Salary ($),Times Promoted,Years at Company,Current Employment Status,Annual Leave Entitlement (days),Ethnicity,Image URL
1415,Radhika Saini,11/17/1980,Female,High School,5/26/2019,IT,IT Support Specialist,Entry,Asia,India,28.7041,77.1025,Remote,Full-time,61342.35,1,10,Active,20,Dravidian,https://randomuser.me/api/portraits/men/7.jpg
1416,Sydney Johnson,5/11/2004,Male,High School,11/17/2018,Finance,Accountant,Operational,North America,USA,37.7749,-122.4194,Remote,Full-time,54955.66,2,10,Active,24,Asian,https://randomuser.me/api/portraits/men/69.jpg
1417,Ms Stephanie Pearce,3/26/1978,Female,High School,7/11/2020,Operations,Logistics Manager,Mid-Level,Europe,UK,51.5074,-0.1278,Remote,Full-time,42457.47,3,8,Active,25,White British,https://randomuser.me/api/portraits/men/71.jpg
1418,Noah Balan,4/29/1992,Female,Master's,9/11/2022,Finance,Financial Analyst,Operational,Asia,India,28.7041,77.1025,Remote,Full-time,41886.11,2,5,Active,24,Indo-Aryan,https://randomuser.me/api/portraits/men/61.jpg
1419,Dipl.-Ing. Bernadette Röhrdanz,7/16/1972,Male,High School,7/25/2018,IT,IT Support Specialist,Entry,Europe,Germany,52.52,13.405,Remote,Full-time,106882.26,4,3,Active,15,Germany-Other,https://randomuser.me/api/portraits/women/79.jpg
1420,Abeer Dhillon,6/5/1966,Male,High School,10/30/2022,Operations,Operations Coordinator,Entry,Asia,India,28.7041,77.1025,Remote,Part-time,103588.23,2,7,Active,15,Indo-Aryan,https://randomuser.me/api/portraits/men/99.jpg
1421,Dr. Leokadia Klemm,10/22/1991,Male,Master's,1/21/2022,Finance,Financial Analyst,Operational,Europe,Germany,52.52,13.405,Remote,Full-time,77003.61,0,9,Active,18,German,https://randomuser.me/api/portraits/women/51.jpg
1422,Zachary Beck,2/19/1968,Female,Associate's,7/5/2022,Sales,Sales Representative,Entry,North America,USA,37.7749,-122.4194,Onsite,Part-time,119539.35,1,4,Active,18,White,https://randomuser.me/api/portraits/women/72.jpg
1423,Tracy Gonzalez,3/5/1967,Female,Doctorate,5/15/2022,Marketing,Marketing Coordinator,Entry,North America,USA,37.7749,-122.4194,Remote,Full-time,49734.26,2,7,Active,24,White,https://randomuser.me/api/portraits/men/49.jpg
1424,Verena Mentzel B.A.,7/25/1995,Female,Associate's,2/25/2022,R&D,Research Scientist,Mid-Level,Europe,Germany,52.52,13.405,Remote,Full-time,69113.86,4,8,Resigned,22,German,https://randomuser.me/api/portraits/women/20.jpg
1425,Edwin Gomez,5/19/2004,Male,Doctorate,9/3/2018,Marketing,Marketing Coordinator,Entry,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,79497.21,3,6,Active,20,Bengali,https://randomuser.me/api/portraits/women/61.jpg
1426,Simon Garner-Metcalfe,7/14/1987,Female,Associate's,7/1/2018,Sales,Sales Manager,Mid-Level,Europe,UK,51.5074,-0.1278,Remote,Full-time,74951.3,3,2,Active,20,White British,https://randomuser.me/api/portraits/men/81.jpg
1427,Yvonne Thompson,12/13/1997,Male,Doctorate,3/8/2022,Operations,Operations Coordinator,Entry,Europe,UK,51.5074,-0.1278,Remote,Full-time,70436.41,0,4,Active,18,White British,https://randomuser.me/api/portraits/men/35.jpg
1428,Ms Natasha Bishop,6/4/1973,Male,Master's,9/30/2022,Marketing,Marketing Coordinator,Entry,Europe,UK,51.5074,-0.1278,Remote,Part-time,117900.56,3,10,Active,18,White British,https://randomuser.me/api/portraits/men/31.jpg
1429,Mary Bennett,1/4/1985,Male,Master's,9/8/2018,IT,Software Engineer,Operational,North America,USA,37.7749,-122.4194,Onsite,Part-time,44888.67,0,5,Resigned,24,Black,https://randomuser.me/api/portraits/men/38.jpg
1430,Eberhard Heidrich,7/3/1982,Male,Bachelor's,9/11/2019,R&D,R&D Engineer,Mid-Level,Europe,Germany,52.52,13.405,Remote,Full-time,127098.02,2,7,Active,15,German,https://randomuser.me/api/portraits/men/71.jpg
1431,Eiravati Wali,6/26/1985,Male,High School,10/20/2021,IT,Data Scientist,Mid-Level,Asia,India,28.7041,77.1025,Onsite,Full-time,67274.25,2,9,Active,22,Dravidian,https://randomuser.me/api/portraits/men/97.jpg
1432,Molly Brown,2/6/1990,Male,Doctorate,4/13/2018,IT,Software Engineer,Operational,North America,USA,37.7749,-122.4194,Onsite,Part-time,92133.52,0,8,Resigned,18,Black,https://randomuser.me/api/portraits/women/71.jpg
1433,Bhavna Patla,12/9/1998,Male,High School,12/15/2018,HR,HR Manager,Senior,Asia,India,28.7041,77.1025,Onsite,Full-time,46263.22,1,4,Active,24,Indo-Aryan,https://randomuser.me/api/portraits/women/91.jpg
1434,Ronald Smith,11/24/1978,Male,High School,6/26/2018,Operations,Operations Coordinator,Entry,Europe,UK,51.5074,-0.1278,Remote,Full-time,40273.63,1,9,Active,24,White British,https://randomuser.me/api/portraits/women/71.jpg
1435,Aarush Bedi,10/14/1978,Other,Bachelor's,8/19/2018,Operations,Operations Coordinator,Entry,Asia,India,28.7041,77.1025,Onsite,Full-time,113390.81,4,4,Active,15,Indo-Aryan,https://randomuser.me/api/portraits/women/55.jpg
1436,Maria Smith,3/25/1971,Female,High School,8/12/2019,IT,IT Support Specialist,Entry,Asia,Bangladesh,23.685,90.3563,Onsite,Full-time,54904.83,0,5,Active,24,Bengali,https://randomuser.me/api/portraits/women/59.jpg
1437,Dominic Wilson,6/1/1960,Female,Master's,6/10/2022,Sales,Sales Manager,Mid-Level,Europe,UK,51.5074,-0.1278,Remote,Full-time,78206.28,0,8,Active,20,UK-Other,https://randomuser.me/api/portraits/men/67.jpg
1438,Shravya Behl,5/21/2001,Female,Bachelor's,8/24/2019,IT,Software Engineer,Operational,Asia,India,28.7041,77.1025,Onsite,Full-time,70262.55,0,10,Active,22,Indo-Aryan,https://randomuser.me/api/portraits/women/49.jpg
1439,Nikolas Spieß,2/1/1975,Male,Master's,11/9/2020,IT,Software Engineer,Operational,Europe,Germany,52.52,13.405,Onsite,Full-time,48507.97,4,10,Active,24,German,https://randomuser.me/api/portraits/women/30.jpg
1440,Robert Porter,3/23/1988,Female,Doctorate,3/12/2018,Finance,Accountant,Operational,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,59557.1,4,4,Active,24,Bengali,https://randomuser.me/api/portraits/women/50.jpg
1441,Jodie Tucker,6/1/1961,Female,Bachelor's,6/15/2022,HR,HR Specialist,Operational,Europe,UK,51.5074,-0.1278,Onsite,Full-time,88844.46,1,4,Active,18,UK-Other,https://randomuser.me/api/portraits/men/64.jpg
1442,Rosemary Kay,4/10/2005,Male,Associate's,8/6/2020,IT,Data Scientist,Mid-Level,Europe,UK,51.5074,-0.1278,Onsite,Full-time,86428.35,4,3,Active,18,Asian British,https://randomuser.me/api/portraits/women/58.jpg
1443,Marcus Phillips,11/5/1993,Female,Bachelor's,2/22/2022,Marketing,Marketing Coordinator,Entry,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,56030.38,1,4,Active,24,Bengali,https://randomuser.me/api/portraits/men/58.jpg
1444,Karl-Heinz Hartung,7/27/1986,Female,Bachelor's,5/26/2022,IT,Software Engineer,Operational,Europe,Germany,52.52,13.405,Onsite,Full-time,59501.74,2,6,Active,22,German,https://randomuser.me/api/portraits/men/24.jpg
1445,Mr Mohamed Gardner,4/8/1966,Male,High School,11/22/2019,Sales,Sales Representative,Entry,Europe,UK,51.5074,-0.1278,Remote,Full-time,70299.76,0,4,Resigned,22,White British,https://randomuser.me/api/portraits/women/63.jpg
1446,Carin Bender,6/16/1974,Male,Bachelor's,4/23/2020,Sales,Sales Manager,Mid-Level,Europe,Germany,52.52,13.405,Onsite,Full-time,92635.27,4,9,Active,18,German,https://randomuser.me/api/portraits/men/83.jpg
1447,Gregory Ramos,6/30/1995,Female,Master's,9/5/2018,Sales,Sales Representative,Entry,North America,USA,37.7749,-122.4194,Onsite,Part-time,122694.86,3,9,Active,15,White,https://randomuser.me/api/portraits/women/34.jpg
1448,Wayne Robinson,2/10/1982,Male,High School,3/31/2018,Finance,Financial Analyst,Operational,Europe,UK,51.5074,-0.1278,Onsite,Full-time,83913.04,0,4,Active,20,White British,https://randomuser.me/api/portraits/women/83.jpg
1449,Prof. Gerolf Lübs MBA.,5/20/1967,Other,Master's,1/12/2019,Sales,Sales Manager,Mid-Level,Europe,Germany,52.52,13.405,Onsite,Part-time,59561.03,3,7,Active,22,German,https://randomuser.me/api/portraits/men/86.jpg
1450,Wilfriede Pohl,5/7/1966,Male,High School,12/30/2020,R&D,R&D Engineer,Mid-Level,Europe,Germany,52.52,13.405,Onsite,Full-time,54308.46,0,6,Active,22,Germany-Other,https://randomuser.me/api/portraits/women/21.jpg
1451,Michael Foster,6/28/1972,Other,Associate's,6/10/2021,R&D,R&D Engineer,Mid-Level,North America,USA,37.7749,-122.4194,Onsite,Full-time,56551.64,1,10,Active,22,White,https://randomuser.me/api/portraits/men/28.jpg
1452,Colin Collier,6/4/1970,Male,Bachelor's,7/17/2020,Marketing,Content Strategist,Operational,Europe,UK,51.5074,-0.1278,Remote,Full-time,55951.23,1,9,Active,24,White British,https://randomuser.me/api/portraits/women/16.jpg
1453,Lynn Mcmillan,9/1/1994,Male,Doctorate,5/1/2018,Operations,Operations Coordinator,Entry,North America,USA,37.7749,-122.4194,Onsite,Full-time,72180.21,3,3,Resigned,22,Hispanic,https://randomuser.me/api/portraits/women/65.jpg
1454,Hans-Joachim Meyer,7/27/1997,Male,Bachelor's,3/14/2018,HR,HR Specialist,Operational,Europe,Germany,52.52,13.405,Onsite,Full-time,47553.5,2,3,Active,22,German,https://randomuser.me/api/portraits/women/30.jpg
1455,Grace Young,3/8/1972,Male,High School,8/20/2022,Marketing,Content Strategist,Operational,Europe,UK,51.5074,-0.1278,Remote,Full-time,106470.91,0,5,Active,15,Black British,https://randomuser.me/api/portraits/women/60.jpg
1456,Frau Georgine Siering,1/13/1995,Male,Associate's,1/4/2020,Sales,Sales Representative,Entry,Europe,Germany,52.52,13.405,Onsite,Full-time,31044.01,2,5,Active,25,Germany-Other,https://randomuser.me/api/portraits/men/33.jpg
1457,Brian Daniels,9/18/2004,Female,High School,1/29/2018,HR,HR Manager,Senior,North America,USA,37.7749,-122.4194,Onsite,Full-time,65914.78,1,5,Active,22,Hispanic,https://randomuser.me/api/portraits/men/48.jpg
1458,Traudl Wernecke B.Eng.,4/11/1966,Female,Bachelor's,9/23/2022,Operations,Operations Coordinator,Entry,Europe,Germany,52.52,13.405,Remote,Full-time,40181.49,3,2,Active,24,German,https://randomuser.me/api/portraits/women/0.jpg
1459,Sydney Johnson,6/6/1979,Male,Doctorate,9/10/2019,Operations,Operations Coordinator,Entry,Asia,Bangladesh,23.685,90.3563,Onsite,Full-time,69200.03,2,3,Active,22,Bengali,https://randomuser.me/api/portraits/men/10.jpg
1460,Hermann-Josef Löchel,1/24/1959,Female,Bachelor's,10/17/2022,Sales,Sales Manager,Mid-Level,Europe,Germany,52.52,13.405,Onsite,Full-time,55982.93,0,1,Resigned,22,German,https://randomuser.me/api/portraits/men/83.jpg
1461,Anna Evans-Moore,12/23/2002,Male,Doctorate,11/12/2018,HR,HR Specialist,Operational,Europe,UK,51.5074,-0.1278,Remote,Full-time,98370,3,7,Resigned,15,White British,https://randomuser.me/api/portraits/women/11.jpg
1462,Thomas Anderson,6/2/1978,Female,High School,4/9/2019,Sales,Sales Representative,Entry,Asia,Bangladesh,23.685,90.3563,Onsite,Part-time,125895.79,0,7,Active,15,Bengali,https://randomuser.me/api/portraits/women/3.jpg
1463,Mr. Daniel Smith,12/5/1993,Female,Bachelor's,1/26/2021,Finance,Financial Analyst,Operational,North America,USA,37.7749,-122.4194,Remote,Full-time,82081.04,2,10,Active,18,White,https://randomuser.me/api/portraits/women/57.jpg
1464,Janani Misra,1/6/1963,Male,Doctorate,1/12/2019,R&D,R&D Engineer,Mid-Level,Asia,India,28.7041,77.1025,Onsite,Full-time,98046.64,1,4,Resigned,18,Indo-Aryan,https://randomuser.me/api/portraits/men/80.jpg
1465,Alexandria Flores,12/26/1988,Male,Master's,7/17/2022,Marketing,Marketing Coordinator,Entry,North America,USA,37.7749,-122.4194,Remote,Part-time,67066.58,2,1,Active,22,White,https://randomuser.me/api/portraits/women/11.jpg
1466,Rishi Sinha,7/7/1980,Female,Doctorate,4/21/2022,Operations,Operations Coordinator,Entry,Asia,India,28.7041,77.1025,Remote,Full-time,124174.29,4,1,Active,15,Indo-Aryan,https://randomuser.me/api/portraits/women/96.jpg
1467,Michael Taylor,3/7/1990,Female,Bachelor's,7/8/2021,Finance,Financial Analyst,Operational,Asia,Bangladesh,23.685,90.3563,Onsite,Part-time,46173.27,3,4,Active,24,BD-Tribal,https://randomuser.me/api/portraits/men/59.jpg
1468,Panini De,1/30/1990,Male,Bachelor's,3/1/2019,IT,Software Engineer,Operational,Asia,India,28.7041,77.1025,Remote,Full-time,86992.26,2,2,Active,18,Dravidian,https://randomuser.me/api/portraits/men/56.jpg
1469,Barbara Wagner,1/27/1982,Male,Associate's,7/15/2018,Finance,Accountant,Operational,North America,USA,37.7749,-122.4194,Onsite,Full-time,108545.54,0,5,Active,15,Hispanic,https://randomuser.me/api/portraits/women/43.jpg
1470,Dipl.-Ing. Ortwin Junck,9/14/1987,Male,High School,8/4/2018,R&D,R&D Engineer,Mid-Level,Europe,Germany,52.52,13.405,Remote,Full-time,50530.47,1,2,Active,22,Germany-Other,https://randomuser.me/api/portraits/women/50.jpg
1471,Dr Duncan Clarke,10/30/1968,Male,Master's,6/10/2022,HR,HR Specialist,Operational,Europe,UK,51.5074,-0.1278,Onsite,Full-time,50828.04,3,10,Active,22,Asian British,https://randomuser.me/api/portraits/men/14.jpg
1472,Parth Dalal,5/30/1976,Female,Associate's,1/25/2021,R&D,Research Scientist,Mid-Level,Asia,India,28.7041,77.1025,Onsite,Full-time,74360.06,4,3,Active,18,Indo-Aryan,https://randomuser.me/api/portraits/women/61.jpg
1473,Brenda Cooper,7/17/1974,Female,Master's,8/1/2019,IT,IT Support Specialist,Entry,Europe,UK,51.5074,-0.1278,Remote,Full-time,76830.72,1,7,Active,18,Black British,https://randomuser.me/api/portraits/women/53.jpg
1474,Pranit Borra,2/12/1977,Male,Doctorate,3/20/2018,Operations,Operations Coordinator,Entry,Asia,India,28.7041,77.1025,Onsite,Full-time,38555.6,0,8,Active,25,Indo-Aryan,https://randomuser.me/api/portraits/men/47.jpg
1475,Emma Ballard,7/13/1983,Male,Associate's,1/15/2021,Operations,Operations Coordinator,Entry,North America,USA,37.7749,-122.4194,Onsite,Full-time,83156.91,0,9,Active,18,White,https://randomuser.me/api/portraits/men/48.jpg
1476,Dr Derek Wright,5/10/1992,Male,Master's,10/30/2022,HR,HR Manager,Senior,Europe,UK,51.5074,-0.1278,Onsite,Full-time,59733.94,3,6,Active,22,White British,https://randomuser.me/api/portraits/men/71.jpg
1477,Victor Reyes,6/28/1979,Female,Doctorate,12/27/2020,Operations,Operations Coordinator,Entry,North America,USA,37.7749,-122.4194,Onsite,Part-time,94249.83,1,10,Active,18,White,https://randomuser.me/api/portraits/men/17.jpg
1478,Elijah Singhal,6/1/1970,Male,Master's,3/22/2018,Marketing,Content Strategist,Operational,Asia,India,28.7041,77.1025,Onsite,Full-time,122176.06,1,4,Active,15,Indo-Aryan,https://randomuser.me/api/portraits/men/30.jpg
1479,Gavin Bora,12/13/1973,Female,Bachelor's,1/11/2019,Sales,Sales Representative,Entry,Asia,India,28.7041,77.1025,Remote,Full-time,99237.35,2,1,Active,15,Indo-Aryan,https://randomuser.me/api/portraits/women/62.jpg
1480,Thomas Rivera,3/19/1960,Male,Associate's,12/4/2018,IT,IT Support Specialist,Entry,Asia,Bangladesh,23.685,90.3563,Onsite,Part-time,68258.26,3,5,Active,20,Bengali,https://randomuser.me/api/portraits/women/46.jpg
1481,Bimala Taneja,7/12/1960,Male,Bachelor's,10/5/2020,Operations,Operations Coordinator,Entry,Asia,India,28.7041,77.1025,Remote,Part-time,70252.04,1,7,Active,22,Indo-Aryan,https://randomuser.me/api/portraits/women/49.jpg
1482,Sai Parmer,1/9/1965,Female,High School,4/14/2018,Sales,Sales Representative,Entry,Asia,India,28.7041,77.1025,Onsite,Full-time,72105.77,4,3,Active,20,Dravidian,https://randomuser.me/api/portraits/men/4.jpg
1483,Timothy Armstrong,9/9/2001,Male,High School,9/1/2018,IT,Software Engineer,Operational,Asia,Bangladesh,23.685,90.3563,Onsite,Part-time,61109.32,1,5,Active,22,Bengali,https://randomuser.me/api/portraits/men/92.jpg
1484,Naomi Burgess,3/13/1990,Male,Doctorate,1/21/2020,Sales,Sales Representative,Entry,Europe,UK,51.5074,-0.1278,Onsite,Full-time,78953.32,0,5,Active,18,Asian British,https://randomuser.me/api/portraits/men/72.jpg
1485,Hiral Deshmukh,11/30/1976,Male,Master's,8/2/2020,Operations,Operations Coordinator,Entry,Asia,India,28.7041,77.1025,Onsite,Full-time,63017.43,0,2,Active,22,Indo-Aryan,https://randomuser.me/api/portraits/men/59.jpg
1486,Prof. Madlen Junken,4/13/1981,Male,Master's,9/15/2018,Sales,Sales Representative,Entry,Europe,Germany,52.52,13.405,Remote,Full-time,76660.3,1,4,Active,20,German,https://randomuser.me/api/portraits/men/53.jpg
1487,Sofia Caspar-Becker,3/13/1993,Male,Associate's,8/5/2022,Finance,Financial Analyst,Operational,Europe,Germany,52.52,13.405,Remote,Full-time,119582.82,3,4,Resigned,18,German,https://randomuser.me/api/portraits/men/73.jpg
1488,Brianna Doyle,7/28/1993,Male,Doctorate,3/8/2022,Marketing,Marketing Coordinator,Entry,Asia,Bangladesh,23.685,90.3563,Onsite,Full-time,115333.89,1,9,Active,18,Bengali,https://randomuser.me/api/portraits/men/88.jpg
1489,Ing. Antonie Stroh B.Sc.,11/7/1995,Male,Associate's,5/24/2022,Sales,Sales Representative,Entry,Europe,Germany,52.52,13.405,Onsite,Full-time,119789.41,3,2,Active,15,Turkish,https://randomuser.me/api/portraits/women/7.jpg
1490,Eshana Shetty,7/14/1988,Male,Associate's,3/5/2020,Marketing,Marketing Coordinator,Entry,Asia,India,28.7041,77.1025,Onsite,Full-time,49427.98,1,2,Active,24,Indo-Aryan,https://randomuser.me/api/portraits/men/91.jpg
1491,Janine Metz,2/28/1972,Male,Associate's,2/8/2021,IT,Data Scientist,Mid-Level,Europe,Germany,52.52,13.405,Remote,Part-time,51442.99,2,4,Active,22,German,https://randomuser.me/api/portraits/men/38.jpg
1492,Brunhild Rädel,5/17/1995,Female,Bachelor's,7/25/2021,Operations,Logistics Manager,Mid-Level,Europe,Germany,52.52,13.405,Onsite,Full-time,74508.34,4,6,Active,20,German,https://randomuser.me/api/portraits/men/55.jpg
1493,Kimberly Rose,12/13/1976,Male,Master's,7/27/2022,Sales,Sales Representative,Entry,North America,USA,37.7749,-122.4194,Remote,Full-time,74812.27,1,4,Active,18,White,https://randomuser.me/api/portraits/women/46.jpg
1494,Dipl.-Ing. Rudolph Häring B.Sc.,7/19/1970,Female,Doctorate,8/31/2019,Sales,Sales Representative,Entry,Europe,Germany,52.52,13.405,Remote,Full-time,41675.34,3,2,Active,24,German,https://randomuser.me/api/portraits/women/86.jpg
1495,Anvi Cherian,6/20/1977,Female,Doctorate,9/18/2019,Operations,Operations Coordinator,Entry,Asia,India,28.7041,77.1025,Remote,Full-time,78129.93,1,6,Resigned,18,Indo-Aryan,https://randomuser.me/api/portraits/men/76.jpg
1496,Robin Hill,9/26/1989,Female,Master's,11/24/2022,Operations,Logistics Manager,Mid-Level,Europe,UK,51.5074,-0.1278,Onsite,Full-time,41929.97,0,6,Active,24,White British,https://randomuser.me/api/portraits/women/84.jpg
1497,Ann Davison,6/17/1983,Female,Associate's,11/2/2022,Sales,Sales Representative,Entry,Europe,UK,51.5074,-0.1278,Remote,Full-time,106901.42,2,10,Active,18,White British,https://randomuser.me/api/portraits/men/63.jpg
1498,James Fischer,7/11/1960,Male,Bachelor's,11/27/2021,IT,IT Support Specialist,Entry,Asia,Bangladesh,23.685,90.3563,Onsite,Full-time,52220.88,1,3,Active,22,Bengali,https://randomuser.me/api/portraits/women/42.jpg
1499,Meera Chhabra,6/16/1982,Male,High School,2/24/2021,IT,Software Engineer,Operational,Asia,India,28.7041,77.1025,Onsite,Full-time,52913.12,3,2,Active,22,Indo-Aryan,https://randomuser.me/api/portraits/men/22.jpg
1500,Michael Oliver,11/10/1992,Male,Bachelor's,7/22/2020,Operations,Operations Coordinator,Entry,North America,USA,37.7749,-122.4194,Onsite,Full-time,52259.6,2,9,Active,24,White,https://randomuser.me/api/portraits/men/35.jpg
1501,Bernward Mende,2/11/1965,Male,Bachelor's,3/17/2019,HR,HR Specialist,Operational,Europe,Germany,52.52,13.405,Remote,Full-time,91528.52,4,1,Active,18,German,https://randomuser.me/api/portraits/women/93.jpg
1502,Samantha Jacobs DVM,8/16/1998,Female,Associate's,1/5/2020,R&D,R&D Engineer,Mid-Level,North America,USA,37.7749,-122.4194,Remote,Full-time,67573.91,4,9,Active,20,Black,https://randomuser.me/api/portraits/men/39.jpg
1503,Henni Rädel,12/9/1960,Male,Doctorate,7/22/2021,R&D,Research Scientist,Mid-Level,Europe,Germany,52.52,13.405,Remote,Full-time,112869.17,3,5,Active,18,German,https://randomuser.me/api/portraits/women/15.jpg
1504,Scott Ward,6/11/1972,Male,High School,2/20/2020,IT,IT Support Specialist,Entry,Europe,UK,51.5074,-0.1278,Remote,Part-time,64893.67,4,10,Active,22,Black British,https://randomuser.me/api/portraits/men/8.jpg
1505,Nigel Roberts,5/20/1960,Male,Associate's,8/13/2022,Finance,Accountant,Operational,Europe,UK,51.5074,-0.1278,Remote,Full-time,52101.03,4,10,Active,22,White British,https://randomuser.me/api/portraits/women/72.jpg
1506,Timothy Ellis,4/23/2006,Male,Associate's,2/1/2020,Finance,Accountant,Operational,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,76723.69,0,9,Active,20,BD-Tribal,https://randomuser.me/api/portraits/men/84.jpg
1507,James Bowman,8/15/1984,Male,High School,2/27/2021,Sales,Account Executive,Operational,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,89697.38,0,5,Active,20,Bengali,https://randomuser.me/api/portraits/men/25.jpg
1508,Wayne Jackson,3/18/2005,Female,High School,5/6/2022,IT,Software Engineer,Operational,North America,USA,37.7749,-122.4194,Remote,Full-time,68132.25,2,6,Active,22,White,https://randomuser.me/api/portraits/women/81.jpg
1509,Kathryn Lane,5/16/1973,Female,Bachelor's,6/5/2020,IT,IT Support Specialist,Entry,Europe,UK,51.5074,-0.1278,Onsite,Full-time,77330.75,3,7,Active,18,White British,https://randomuser.me/api/portraits/men/37.jpg
1510,Advik Ghose,5/1/1988,Male,Associate's,1/11/2022,Finance,Accountant,Operational,Asia,India,28.7041,77.1025,Remote,Full-time,62334.3,0,6,Active,22,Indo-Aryan,https://randomuser.me/api/portraits/men/27.jpg
1511,Jean Page-Bell,8/5/1972,Male,High School,12/21/2022,R&D,R&D Engineer,Mid-Level,Europe,UK,51.5074,-0.1278,Remote,Full-time,80143.09,0,7,Active,20,Asian British,https://randomuser.me/api/portraits/men/11.jpg
1512,Timo Roht,9/8/1985,Female,Master's,10/22/2021,Operations,Operations Coordinator,Entry,Europe,Germany,52.52,13.405,Remote,Full-time,74639.51,3,1,Active,18,Turkish,https://randomuser.me/api/portraits/women/87.jpg
1513,William Pierce,11/25/1993,Female,Master's,6/25/2019,HR,HR Specialist,Operational,North America,USA,37.7749,-122.4194,Onsite,Part-time,81356.87,3,2,Active,20,White,https://randomuser.me/api/portraits/women/50.jpg
1514,Derek Webster,4/23/1996,Female,Bachelor's,6/30/2018,Finance,Financial Analyst,Operational,North America,USA,37.7749,-122.4194,Onsite,Part-time,114100.06,1,2,Active,18,White,https://randomuser.me/api/portraits/women/39.jpg
1515,Cynthia Myers,2/25/1962,Female,Associate's,8/16/2019,Operations,Logistics Manager,Mid-Level,Asia,Bangladesh,23.685,90.3563,Onsite,Part-time,54344.77,4,5,Resigned,24,Bengali,https://randomuser.me/api/portraits/men/91.jpg
1516,Mr. Nathan Mueller,5/8/1972,Male,High School,2/19/2019,Sales,Sales Representative,Entry,North America,USA,37.7749,-122.4194,Remote,Full-time,123635.67,1,2,Active,15,Black,https://randomuser.me/api/portraits/women/45.jpg
1517,Renata Hecker,10/19/1960,Male,Bachelor's,1/24/2018,R&D,R&D Engineer,Mid-Level,Europe,Germany,52.52,13.405,Onsite,Part-time,72737.78,2,10,Active,22,Germany-Other,https://randomuser.me/api/portraits/women/40.jpg
1518,Samuel Burnett,3/17/2003,Female,Master's,2/5/2019,Finance,Financial Analyst,Operational,Asia,Bangladesh,23.685,90.3563,Onsite,Full-time,61164.41,2,2,Active,22,Bengali,https://randomuser.me/api/portraits/women/4.jpg
1519,Fritz Schönland,6/27/1996,Female,Master's,3/1/2018,Operations,Logistics Manager,Mid-Level,Europe,Germany,52.52,13.405,Onsite,Full-time,71784.07,1,2,Active,22,Turkish,https://randomuser.me/api/portraits/men/22.jpg
1520,Sherry Smith,1/27/1966,Female,Associate's,2/27/2021,R&D,R&D Engineer,Mid-Level,North America,USA,37.7749,-122.4194,Onsite,Part-time,44687.26,0,10,Active,24,White,https://randomuser.me/api/portraits/men/35.jpg
1521,Mary Little,11/1/1974,Other,Master's,11/24/2018,IT,Software Engineer,Operational,Asia,Bangladesh,23.685,90.3563,Onsite,Full-time,111167.74,2,6,Active,15,Bengali,https://randomuser.me/api/portraits/women/21.jpg
1522,Qarin Grover,2/12/1959,Male,Master's,4/15/2019,IT,Data Scientist,Mid-Level,Asia,India,28.7041,77.1025,Remote,Full-time,81279.41,4,8,Active,20,Indo-Aryan,https://randomuser.me/api/portraits/women/44.jpg
1523,Laurie Hunt,7/15/1972,Male,Master's,11/3/2020,Finance,Financial Analyst,Operational,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,51662.67,1,9,Active,22,Bengali,https://randomuser.me/api/portraits/women/2.jpg
1524,Yashodhara Issac,3/6/1968,Male,High School,2/1/2018,R&D,Research Scientist,Mid-Level,Asia,India,28.7041,77.1025,Remote,Full-time,77120.74,0,5,Active,22,Indo-Aryan,https://randomuser.me/api/portraits/women/56.jpg
1525,Gerold Fritsch-Koch II,7/4/1964,Female,High School,5/2/2018,R&D,Research Scientist,Mid-Level,Europe,Germany,52.52,13.405,Onsite,Part-time,44507.67,3,1,Active,22,Germany-Other,https://randomuser.me/api/portraits/women/17.jpg
1526,Univ.Prof. Karolin Budig,10/21/1985,Female,Bachelor's,12/6/2021,Finance,Financial Analyst,Operational,Europe,Germany,52.52,13.405,Remote,Full-time,46465.05,1,5,Active,22,German,https://randomuser.me/api/portraits/men/69.jpg
1527,Wanda Hamilton,5/28/1994,Female,Doctorate,7/8/2021,Sales,Sales Representative,Entry,North America,USA,37.7749,-122.4194,Onsite,Part-time,83981.86,4,7,Active,18,Asian,https://randomuser.me/api/portraits/women/93.jpg
1528,Lauren Hamilton,10/6/1980,Male,Associate's,1/24/2021,Marketing,Marketing Coordinator,Entry,North America,USA,37.7749,-122.4194,Onsite,Part-time,52933.16,3,6,Active,24,Asian,https://randomuser.me/api/portraits/women/44.jpg
1529,Peter Williams,8/3/1970,Female,Bachelor's,7/11/2018,Marketing,Content Strategist,Operational,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,125320.47,3,2,Active,15,Bengali,https://randomuser.me/api/portraits/women/10.jpg
