Employee ID,Full Name,Date of Birth,Gender,Education Level,Hire Date,Department,Job Title,Organization Level,Region,Country,Latitude,Longitude,Employment Status,Employment Type,Base Salary ($),Times Promoted,Current Employment Status,Annual Leave Entitlement (days),Ethnicity,Tenure (Years),Age (Years),Age Band,Tenure Band,Salary Band,Performance Review Year,Performance Rating,Projects Handled,Project Target,Working Hours,Overtime,Team Size,Potential Rating,Satisfaction Score,Incentive Amount ($),Bonus ($),Incentive Amount ($) Band,Bonus ($) Band,Satisfaction Score Band,Team Size Band,Performance Rating Band,Projects Handled Band,Project Target Band,Working Hours Band,Overtime Band
1236,Anna-Maria Bender,2002-09-23,Male,Associate's,2018-04-23,HR,HR Specialist,Operational,Europe,Germany,52.52,13.405,Onsite,Full-time,88368.89,2,Resigned,20,German,6,22,18-25,4-6 Years,75K-100K,2023,2.3333333333333335,68,83,1736.3333333333333,118.5,8.166666666666666,High,2.1666666666666665,10010.66,13905.06,10K-15K,10K-20K,Medium,6-10,Average,61-80,Above 80,1701-1900,101-150
1237,Waida Shetty,1991-04-22,Male,Doctorate,2022-06-27,Sales,Account Executive,Operational,Asia,India,28.7041,77.1025,Onsite,Full-time,77920.81,1,Active,20,Dravidian,2,33,26-35,1-3 Years,75K-100K,2023,2.5,22,26,2093.5,191.0,14.0,Low,4.0,3422.33,4763.74,500-5K,500-5K,High,11-15,Average,21-40,21-40,1901-2100,151-200
1238,Larry Gilbert,1960-03-05,Male,Doctorate,2019-09-23,IT,IT Support Specialist,Entry,Asia,Bangladesh,23.685,90.3563,Remote,Part-time,80382.92,2,Active,18,Bengali,5,64,56-66,4-6 Years,75K-100K,2023,2.8,57,64,1846.4,130.2,8.6,High,3.4,10686.91,15567.48,10K-15K,10K-20K,High,6-10,Average,41-60,61-80,1701-1900,101-150
1239,Mr Steven Robinson,1999-01-11,Male,High School,2019-01-16,Sales,Sales Representative,Entry,Europe,UK,51.5074,-0.1278,Onsite,Full-time,76395.55,4,Active,18,White British,5,25,18-25,4-6 Years,75K-100K,2023,2.6,55,65,1959.0,259.0,11.6,High,4.6,8617.89,13021.16,5K-10K,10K-20K,Very High,11-15,Average,41-60,61-80,1901-2100,Above 200
1240,Riya Sastry,1987-11-24,Male,Doctorate,2019-04-27,Sales,Sales Manager,Mid-Level,Asia,India,28.7041,77.1025,Onsite,Full-time,51461.54,0,Resigned,22,Indo-Aryan,2,37,36-45,1-3 Years,50K-75K,2019,3.0,11,13,1982.0,104.0,16.0,High,5.0,1906.99,2685.82,500-5K,500-5K,Very High,16-20,Average,10-20,10-20,1901-2100,101-150
1241,Arthur Williams-Carr,1988-03-25,Female,Associate's,2021-06-19,Sales,Sales Representative,Entry,Europe,UK,51.5074,-0.1278,Remote,Full-time,76032.73,1,Active,20,White British,3,36,36-45,1-3 Years,75K-100K,2023,2.0,32,38,1967.3333333333333,101.0,11.333333333333334,Moderate,4.666666666666667,4459.27,6007.47,500-5K,5K-10K,Very High,11-15,Below Average,21-40,21-40,1901-2100,101-150
1242,Damyanti Kala,1960-04-26,Male,Associate's,2018-09-30,R&D,R&D Engineer,Mid-Level,Asia,India,28.7041,77.1025,Onsite,Full-time,88784.16,1,Active,20,Indo-Aryan,6,64,56-66,4-6 Years,75K-100K,2023,1.6666666666666667,62,79,1978.1666666666667,124.5,9.833333333333334,Moderate,2.6666666666666665,6785.49,8660.36,5K-10K,5K-10K,Medium,6-10,Below Average,61-80,61-80,1901-2100,101-150
1243,Marilyn Talbot,1968-08-05,Female,Associate's,2019-12-26,R&D,Research Scientist,Mid-Level,Europe,UK,51.5074,-0.1278,Onsite,Full-time,59191.39,3,Active,22,White British,4,56,56-66,4-6 Years,50K-75K,2023,1.4,52,67,1978.0,92.6,8.2,Low,4.2,4220.46,6525.09,500-5K,5K-10K,Very High,6-10,Below Average,41-60,61-80,1901-2100,51-100
1244,David Welch,1994-06-02,Male,Bachelor's,2021-08-30,IT,Software Engineer,Operational,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,101435.0,2,Resigned,15,Bengali,0,30,26-35,<1 Year,100K-125K,2022,2.0,22,26,1539.5,76.5,7.0,High,2.5,2842.8,4184.47,500-5K,500-5K,Medium,6-10,Below Average,21-40,21-40,1501-1700,51-100
1245,Jacqueline Patterson,1972-10-31,Female,High School,2018-09-21,IT,Data Scientist,Mid-Level,Asia,Bangladesh,23.685,90.3563,Remote,Part-time,71804.9,0,Active,18,Bengali,6,52,46-55,4-6 Years,50K-75K,2023,2.8333333333333335,67,74,2014.0,196.0,4.833333333333333,High,3.8333333333333335,13355.36,17018.19,10K-15K,10K-20K,High,1-5,Average,61-80,61-80,1901-2100,151-200
1246,Trevor Fox,1978-10-08,Female,Doctorate,2021-04-23,Sales,Account Executive,Operational,Europe,UK,51.5074,-0.1278,Remote,Full-time,118258.59,0,Active,15,White British,3,46,46-55,1-3 Years,100K-125K,2023,3.0,30,38,2117.3333333333335,201.66666666666666,13.333333333333334,Moderate,4.0,5899.9,8038.28,5K-10K,5K-10K,High,11-15,Average,21-40,21-40,Above 2100,Above 200
1247,Romana Kostolzin,1964-04-01,Female,Doctorate,2021-03-03,Sales,Sales Representative,Entry,Europe,Germany,52.52,13.405,Remote,Full-time,77124.13,0,Active,22,German,3,60,56-66,1-3 Years,75K-100K,2023,2.6666666666666665,33,38,1853.3333333333333,196.0,11.333333333333334,High,3.3333333333333335,6207.460000000001,8447.59,5K-10K,5K-10K,High,11-15,Average,21-40,21-40,1701-1900,151-200
1248,Connor Palmer,1973-04-11,Male,Associate's,2019-05-21,HR,HR Specialist,Operational,Europe,UK,51.5074,-0.1278,Onsite,Full-time,63455.0,3,Active,20,White British,5,51,46-55,4-6 Years,50K-75K,2023,1.8,55,65,1991.2,147.2,8.4,Moderate,4.4,6219.93,8476.58,5K-10K,5K-10K,Very High,6-10,Below Average,41-60,61-80,1901-2100,101-150
1249,Sarah Williamson,1990-03-02,Female,Associate's,2022-01-31,HR,HR Specialist,Operational,Asia,Bangladesh,23.685,90.3563,Onsite,Part-time,66156.35,4,Active,22,Bengali,2,34,26-35,1-3 Years,50K-75K,2023,4.0,21,25,1952.5,99.5,4.0,Low,5.0,5371.03,7089.280000000001,5K-10K,5K-10K,Very High,1-5,Good,21-40,21-40,1901-2100,51-100
1250,Mitali Ramesh,1967-09-08,Female,High School,2022-05-08,IT,Software Engineer,Operational,Asia,India,28.7041,77.1025,Onsite,Full-time,67028.07,2,Active,22,Indo-Aryan,2,57,56-66,1-3 Years,50K-75K,2023,1.0,22,25,2070.0,133.5,10.0,Low,2.0,1482.17,1985.4900000000002,500-5K,500-5K,Low,6-10,Poor,21-40,21-40,1901-2100,101-150
1251,Walter Thompson,1968-03-12,Male,Associate's,2022-06-21,IT,IT Support Specialist,Entry,North America,USA,37.7749,-122.4194,Remote,Part-time,55443.98,4,Active,24,White,2,56,56-66,1-3 Years,50K-75K,2023,2.0,20,23,1952.5,66.0,10.5,High,2.5,2442.2000000000003,3913.32,500-5K,500-5K,Medium,11-15,Below Average,10-20,21-40,1901-2100,51-100
1252,Kyle Huber,1995-12-21,Female,High School,2019-12-26,Marketing,Marketing Coordinator,Entry,Asia,Bangladesh,23.685,90.3563,Onsite,Part-time,73111.61,1,Active,20,Bengali,4,29,26-35,4-6 Years,50K-75K,2023,1.8,50,62,2015.4,139.2,7.0,Moderate,3.0,5707.78,7548.76,5K-10K,5K-10K,Medium,6-10,Below Average,41-60,61-80,1901-2100,101-150
1253,Tammy Powell,1964-05-20,Male,High School,2020-04-07,Operations,Operations Coordinator,Entry,Asia,Bangladesh,23.685,90.3563,Onsite,Full-time,84710.77,3,Active,18,Bengali,4,60,56-66,4-6 Years,75K-100K,2023,1.75,43,51,1959.0,111.75,9.0,High,4.75,4134.84,6897.18,500-5K,5K-10K,Very High,6-10,Below Average,41-60,41-60,1901-2100,101-150
1254,Vittorio Zahn,1979-10-20,Male,Bachelor's,2020-06-25,IT,IT Support Specialist,Entry,Europe,Germany,52.52,13.405,Onsite,Full-time,41265.8,4,Active,22,German,4,45,36-45,4-6 Years,30K-50K,2023,2.25,44,49,1844.25,114.5,13.5,High,2.5,6932.39,8897.05,5K-10K,5K-10K,Medium,11-15,Average,41-60,41-60,1701-1900,101-150
1255,Tiffany Gibson DVM,2003-08-31,Female,Associate's,2019-01-11,Finance,Financial Analyst,Operational,North America,USA,37.7749,-122.4194,Remote,Full-time,102759.24,4,Active,18,White,5,21,18-25,4-6 Years,100K-125K,2023,1.2,53,61,1894.0,146.8,8.8,High,2.0,4559.4400000000005,5931.29,500-5K,5K-10K,Low,6-10,Below Average,41-60,61-80,1701-1900,101-150
1256,Anatoli Stumpf,1997-05-17,Female,Master's,2019-06-11,Sales,Sales Representative,Entry,Europe,Germany,52.52,13.405,Onsite,Full-time,109479.63,2,Active,18,German,5,27,26-35,4-6 Years,100K-125K,2023,2.4,57,64,1900.2,113.0,10.6,High,3.0,9176.32,11659.28,5K-10K,10K-20K,Medium,11-15,Average,41-60,61-80,1901-2100,101-150
1257,Rosemary Carter,1977-10-02,Male,Doctorate,2021-03-18,IT,Data Scientist,Mid-Level,Europe,UK,51.5074,-0.1278,Onsite,Part-time,46098.37,0,Active,24,White British,3,47,46-55,1-3 Years,30K-50K,2023,2.6666666666666665,34,37,2005.6666666666667,214.66666666666666,13.666666666666666,Low,4.0,6132.15,7765.8,5K-10K,5K-10K,High,11-15,Average,21-40,21-40,1901-2100,Above 200
1258,Patrick Kapadia,2002-05-25,Female,Doctorate,2018-12-16,Finance,Accountant,Operational,Asia,India,28.7041,77.1025,Onsite,Full-time,60998.39,1,Active,20,Dravidian,6,22,18-25,4-6 Years,50K-75K,2023,2.3333333333333335,64,75,1839.1666666666667,103.0,8.5,Low,3.6666666666666665,10599.81,13679.54,10K-15K,10K-20K,High,6-10,Average,61-80,61-80,1701-1900,101-150
1259,Melanie Cole,1974-07-21,Female,Master's,2022-09-05,IT,Software Engineer,Operational,Europe,UK,51.5074,-0.1278,Onsite,Full-time,47115.93,1,Active,22,White British,2,50,46-55,1-3 Years,30K-50K,2023,3.0,21,26,1736.0,136.5,14.5,High,5.0,3690.8999999999996,6077.209999999999,500-5K,5K-10K,Very High,11-15,Average,21-40,21-40,1701-1900,101-150
1260,Pratyush Keer,1995-02-13,Female,Bachelor's,2022-08-21,Sales,Sales Representative,Entry,Asia,India,28.7041,77.1025,Remote,Full-time,112004.77,2,Active,18,Indo-Aryan,2,29,26-35,1-3 Years,100K-125K,2023,2.0,21,22,2003.0,153.0,7.0,High,4.0,2746.42,4047.38,500-5K,500-5K,High,6-10,Below Average,21-40,21-40,1901-2100,151-200
1261,Crystal Mccarthy,1990-01-05,Male,Master's,2019-12-17,Operations,Operations Coordinator,Entry,North America,USA,37.7749,-122.4194,Remote,Full-time,44134.77,1,Active,25,Hispanic,5,34,26-35,4-6 Years,30K-50K,2023,2.0,54,62,1835.8,128.8,9.4,High,3.4,7932.43,10449.11,5K-10K,10K-20K,High,6-10,Below Average,41-60,61-80,1701-1900,101-150
1262,Robert Montes,1985-05-12,Female,High School,2020-07-28,HR,HR Specialist,Operational,North America,USA,37.7749,-122.4194,Remote,Full-time,87678.01,0,Active,20,White,4,39,36-45,4-6 Years,75K-100K,2023,3.25,46,58,2020.25,95.75,6.0,Low,3.75,8909.17,12200.23,5K-10K,10K-20K,High,6-10,Good,41-60,41-60,1901-2100,51-100
1263,Pranav Narula,2003-07-24,Female,Associate's,2019-11-12,HR,HR Manager,Senior,Asia,India,28.7041,77.1025,Remote,Full-time,55360.94,1,Active,22,Dravidian,5,21,18-25,4-6 Years,50K-75K,2023,2.6,54,61,2008.8,142.6,8.2,Low,3.0,9619.0,12693.359999999999,5K-10K,10K-20K,Medium,6-10,Average,41-60,61-80,1901-2100,101-150
1264,Eric Jacob-Täsche,2001-04-12,Female,Master's,2018-12-15,Sales,Sales Manager,Mid-Level,Europe,Germany,52.52,13.405,Onsite,Full-time,68949.47,2,Active,22,German,6,23,18-25,4-6 Years,50K-75K,2023,2.3333333333333335,68,73,1932.1666666666667,104.16666666666667,6.0,High,3.1666666666666665,10274.58,14503.8,10K-15K,10K-20K,High,6-10,Average,61-80,61-80,1901-2100,101-150
1265,Carrie Bell,1960-07-18,Female,Bachelor's,2021-09-07,Marketing,Marketing Coordinator,Entry,North America,USA,37.7749,-122.4194,Onsite,Full-time,117962.66,4,Resigned,15,White,3,64,56-66,1-3 Years,100K-125K,2024,2.857142857142857,75,95,2128.1428571428573,142.28571428571428,10.142857142857142,Low,3.2857142857142856,23869.81,13569.949999999999,Above 20K,10K-20K,High,11-15,Average,61-80,Above 80,Above 2100,101-150
1266,Frau Franka Segebahn,1988-06-30,Female,Associate's,2020-05-25,IT,Software Engineer,Operational,Europe,Germany,52.52,13.405,Remote,Full-time,59861.69,1,Active,24,German,4,36,36-45,4-6 Years,50K-75K,2023,1.5,41,54,1874.5,171.25,7.25,High,3.0,3540.46,5242.0599999999995,500-5K,5K-10K,Medium,6-10,Below Average,41-60,41-60,1701-1900,151-200
1267,Chatresh Doctor,1964-08-24,Male,Bachelor's,2020-02-22,Operations,Operations Coordinator,Entry,Asia,India,28.7041,77.1025,Onsite,Full-time,51283.25,2,Active,22,Indo-Aryan,4,60,56-66,4-6 Years,50K-75K,2023,2.25,42,53,2002.75,70.75,7.5,High,2.5,5836.93,8501.72,5K-10K,5K-10K,Medium,6-10,Average,41-60,41-60,1901-2100,51-100
1268,Linda Chavez,1980-10-08,Female,Associate's,2020-08-01,Sales,Sales Representative,Entry,North America,USA,37.7749,-122.4194,Remote,Full-time,50990.3,4,Active,22,Black,4,44,36-45,4-6 Years,50K-75K,2023,1.5,41,53,1814.5,175.75,8.25,High,3.25,3909.06,4983.66,500-5K,500-5K,High,6-10,Below Average,41-60,41-60,1701-1900,151-200
1269,Mr Tony Wood,1975-07-21,Female,Master's,2018-11-16,IT,IT Support Specialist,Entry,Europe,UK,51.5074,-0.1278,Onsite,Part-time,49023.9,3,Active,22,Asian British,6,49,46-55,4-6 Years,30K-50K,2023,2.5,64,75,1961.0,176.83333333333334,11.5,Low,4.333333333333333,11991.08,14088.79,10K-15K,10K-20K,Very High,11-15,Average,61-80,61-80,1901-2100,151-200
1270,Bernt Bauer,1964-08-18,Male,High School,2021-03-29,IT,Software Engineer,Operational,Europe,Germany,52.52,13.405,Onsite,Full-time,70704.66,1,Active,20,German,3,60,56-66,1-3 Years,50K-75K,2023,2.6666666666666665,33,34,1947.3333333333333,126.66666666666667,9.333333333333334,High,3.3333333333333335,7122.469999999999,8099.4,5K-10K,5K-10K,High,6-10,Average,21-40,21-40,1901-2100,101-150
1271,Robert Evans,1995-06-08,Male,Doctorate,2022-07-10,R&D,R&D Engineer,Mid-Level,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,58051.03,0,Active,24,Bengali,2,29,26-35,1-3 Years,50K-75K,2023,3.5,20,22,1858.0,217.5,13.0,High,5.0,4883.55,6947.77,500-5K,5K-10K,Very High,11-15,Good,10-20,21-40,1701-1900,Above 200
1272,Brooke Harrington,2001-09-30,Female,Associate's,2019-05-05,IT,Software Engineer,Operational,North America,USA,37.7749,-122.4194,Onsite,Full-time,82854.99,1,Active,20,White,5,23,18-25,4-6 Years,75K-100K,2023,3.2,53,68,1993.8,125.8,10.8,High,3.6,9673.689999999999,14988.880000000001,5K-10K,10K-20K,High,11-15,Good,41-60,61-80,1901-2100,101-150
1273,Fredo Steinberg MBA.,1982-01-30,Other,Master's,2020-01-12,Sales,Sales Manager,Mid-Level,Europe,Germany,52.52,13.405,Remote,Full-time,120709.79,0,Active,15,German,4,42,36-45,4-6 Years,100K-125K,2023,2.75,44,48,1964.5,151.25,10.75,Moderate,3.5,7405.610000000001,11362.06,5K-10K,10K-20K,High,11-15,Average,41-60,41-60,1901-2100,151-200
1274,Ryan Cooper,1961-11-07,Male,Doctorate,2019-10-09,Sales,Sales Representative,Entry,North America,USA,37.7749,-122.4194,Onsite,Full-time,79721.44,2,Active,22,White,5,63,56-66,4-6 Years,75K-100K,2023,3.0,52,63,2129.2,105.6,6.2,High,2.8,11085.869999999999,14224.849999999999,10K-15K,10K-20K,Medium,6-10,Average,41-60,61-80,Above 2100,101-150
1275,Steven Carroll,1964-03-07,Female,Master's,2021-05-07,Sales,Sales Representative,Entry,Asia,Bangladesh,23.685,90.3563,Remote,Part-time,46565.88,2,Active,22,Bengali,3,60,56-66,1-3 Years,30K-50K,2023,2.3333333333333335,30,40,1709.3333333333333,245.33333333333334,11.333333333333334,High,4.333333333333333,4360.47,6773.85,500-5K,5K-10K,Very High,11-15,Average,21-40,21-40,1701-1900,Above 200
1276,Darsh Bhavsar,1969-12-19,Female,Bachelor's,2020-09-07,IT,Software Engineer,Operational,Asia,India,28.7041,77.1025,Remote,Full-time,53587.09,3,Resigned,22,Dravidian,1,55,46-55,1-3 Years,50K-75K,2020,1.0,10,10,1802.0,173.0,11.0,Low,2.0,625.17,1000.0,500-5K,500-5K,Low,11-15,Poor,10-20,10-20,1701-1900,151-200
1277,John Golden,1968-03-26,Female,Associate's,2019-09-25,IT,Software Engineer,Operational,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,45296.91,1,Active,24,BD-Tribal,5,56,56-66,4-6 Years,30K-50K,2023,2.0,51,62,1917.0,136.4,11.0,Low,3.2,6279.76,8756.630000000001,5K-10K,5K-10K,High,11-15,Below Average,41-60,61-80,1901-2100,101-150
1278,Yashica Sachdev,2001-09-23,Male,Master's,2020-11-23,Finance,Accountant,Operational,Asia,India,28.7041,77.1025,Remote,Full-time,51717.86,4,Active,22,Indo-Aryan,4,23,18-25,4-6 Years,50K-75K,2023,3.25,43,54,1883.5,159.75,11.0,High,4.5,8232.59,12599.14,5K-10K,10K-20K,Very High,11-15,Good,41-60,41-60,1701-1900,151-200
1279,Tanmayi Narayanan,2003-08-31,Female,Doctorate,2021-11-18,IT,Software Engineer,Operational,Asia,India,28.7041,77.1025,Onsite,Full-time,74268.04,1,Active,20,Indo-Aryan,3,21,18-25,1-3 Years,50K-75K,2023,2.3333333333333335,31,32,1943.3333333333333,25.666666666666668,16.666666666666668,High,3.6666666666666665,4202.74,6924.0,500-5K,5K-10K,High,16-20,Average,21-40,21-40,1901-2100,0-50
1280,Gundolf Stey,1964-08-25,Male,Bachelor's,2022-08-08,IT,IT Support Specialist,Entry,Europe,Germany,52.52,13.405,Remote,Part-time,72079.24,1,Active,20,German,2,60,56-66,1-3 Years,50K-75K,2023,2.0,22,30,1828.0,234.5,9.0,Low,5.0,2582.25,3789.84,500-5K,500-5K,Very High,6-10,Below Average,21-40,21-40,1701-1900,Above 200
1281,Robert Mckenzie,1997-10-30,Female,Master's,2021-11-17,Marketing,Content Strategist,Operational,North America,USA,37.7749,-122.4194,Remote,Full-time,50414.86,3,Active,22,Black,3,27,26-35,1-3 Years,50K-75K,2023,2.6666666666666665,31,40,1945.3333333333333,125.66666666666667,10.333333333333334,High,3.6666666666666665,5303.530000000001,7762.9,5K-10K,5K-10K,High,11-15,Average,21-40,21-40,1901-2100,101-150
1282,Paul Bennett,2005-02-24,Female,Associate's,2020-08-19,IT,Software Engineer,Operational,Asia,Bangladesh,23.685,90.3563,Onsite,Full-time,105620.44,2,Active,18,Bengali,4,19,18-25,4-6 Years,100K-125K,2023,3.25,46,54,1860.0,119.75,9.75,Moderate,4.0,9122.369999999999,12863.8,5K-10K,10K-20K,High,6-10,Good,41-60,41-60,1701-1900,101-150
1283,Cindy Werner,1979-10-05,Female,Associate's,2021-07-06,Finance,Financial Analyst,Operational,North America,USA,37.7749,-122.4194,Onsite,Part-time,95563.15,0,Active,15,White,3,45,36-45,1-3 Years,75K-100K,2023,2.0,32,36,1885.3333333333333,134.66666666666666,5.333333333333333,High,2.3333333333333335,3800.29,5993.33,500-5K,5K-10K,Medium,6-10,Below Average,21-40,21-40,1701-1900,101-150
1284,Frau Alina Matthäi B.Sc.,1994-03-23,Female,High School,2019-09-26,R&D,Research Scientist,Mid-Level,Europe,Germany,52.52,13.405,Remote,Part-time,82617.92,1,Active,20,German,5,30,26-35,4-6 Years,75K-100K,2023,2.0,56,71,2099.2,170.0,10.6,High,4.0,6014.91,9809.32,5K-10K,5K-10K,High,11-15,Below Average,41-60,61-80,1901-2100,151-200
1285,Rachana Subramanian,1960-10-10,Female,Doctorate,2021-09-27,Finance,Accountant,Operational,Asia,India,28.7041,77.1025,Onsite,Full-time,75206.54,0,Active,18,Indo-Aryan,3,64,56-66,1-3 Years,75K-100K,2023,3.3333333333333335,32,39,1759.3333333333333,169.66666666666666,11.333333333333334,High,3.3333333333333335,7107.31,10051.51,5K-10K,10K-20K,High,11-15,Good,21-40,21-40,1701-1900,151-200
1286,Amber Turner,2006-10-08,Female,Associate's,2018-03-13,Operations,Operations Coordinator,Entry,Europe,UK,51.5074,-0.1278,Onsite,Full-time,107694.47,4,Active,15,White British,6,18,18-25,4-6 Years,100K-125K,2023,3.1666666666666665,62,78,2020.0,158.66666666666666,9.166666666666666,Low,4.0,12350.970000000001,17480.63,10K-15K,10K-20K,High,6-10,Good,61-80,61-80,1901-2100,151-200
1287,Benjamin Brown,1997-02-11,Other,Master's,2022-05-24,HR,HR Specialist,Operational,North America,USA,37.7749,-122.4194,Remote,Full-time,63511.17,1,Active,20,White,2,27,26-35,1-3 Years,50K-75K,2023,4.5,24,27,1845.0,190.0,9.0,High,4.0,5744.22,9602.92,5K-10K,5K-10K,High,6-10,Excellent,21-40,21-40,1701-1900,151-200
1288,Gwendolyn Stephenson,1998-11-27,Female,Bachelor's,2019-12-28,Sales,Sales Manager,Mid-Level,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,55724.19,4,Active,22,Bengali,4,26,26-35,4-6 Years,50K-75K,2023,2.0,53,60,1955.0,162.4,12.2,Low,3.4,6155.82,10218.85,5K-10K,10K-20K,High,11-15,Below Average,41-60,41-60,1901-2100,151-200
1289,Lucky Soni,1968-10-03,Female,Bachelor's,2019-09-06,R&D,Research Scientist,Mid-Level,Asia,India,28.7041,77.1025,Onsite,Full-time,119363.77,1,Active,15,Indo-Aryan,5,56,56-66,4-6 Years,100K-125K,2023,1.6,56,68,2017.6,106.4,15.6,High,3.6,5583.12,7809.29,5K-10K,5K-10K,High,16-20,Below Average,41-60,61-80,1901-2100,101-150
1290,Willie Watkins,1971-01-19,Female,High School,2020-01-29,HR,HR Manager,Senior,North America,USA,37.7749,-122.4194,Remote,Full-time,71814.93,2,Active,18,Black,4,53,46-55,4-6 Years,50K-75K,2023,1.75,43,45,2194.75,136.25,12.75,High,3.5,4864.44,7313.5599999999995,500-5K,5K-10K,High,11-15,Below Average,41-60,41-60,Above 2100,101-150
1291,Jonathan Randolph,2000-09-10,Female,Master's,2020-07-09,Marketing,Marketing Coordinator,Entry,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,98956.46,4,Active,15,Bengali,4,24,18-25,4-6 Years,75K-100K,2023,2.5,44,51,1910.0,160.0,7.5,High,4.25,7222.299999999999,9815.89,5K-10K,5K-10K,Very High,6-10,Average,41-60,41-60,1901-2100,151-200
1292,Anvi Panchal,2004-08-14,Female,Associate's,2021-07-25,R&D,Research Scientist,Mid-Level,Asia,India,28.7041,77.1025,Remote,Full-time,78007.57,0,Active,20,Indo-Aryan,3,20,18-25,1-3 Years,75K-100K,2023,2.0,32,34,1777.0,180.0,10.666666666666666,High,4.333333333333333,3915.3599999999997,5883.77,500-5K,5K-10K,Very High,11-15,Below Average,21-40,21-40,1701-1900,151-200
1293,Robert Yang,1996-05-27,Female,Master's,2019-01-03,Marketing,Marketing Coordinator,Entry,Asia,Bangladesh,23.685,90.3563,Remote,Part-time,42574.72,2,Resigned,22,Bengali,1,28,26-35,1-3 Years,30K-50K,2022,2.0,44,55,1748.25,98.5,10.75,Moderate,1.5,5178.87,8035.6900000000005,5K-10K,5K-10K,Low,11-15,Below Average,41-60,41-60,1701-1900,51-100
1294,Sigmar Scholtz-Gertz,1995-12-06,Female,Associate's,2022-03-09,R&D,R&D Engineer,Mid-Level,Europe,Germany,52.52,13.405,Remote,Part-time,97614.03,1,Active,18,German,2,29,26-35,1-3 Years,75K-100K,2023,2.0,22,27,1870.5,178.0,14.5,Low,3.5,2537.19,3580.36,500-5K,500-5K,High,11-15,Below Average,21-40,21-40,1701-1900,151-200
1295,Vanessa Schmitt,1976-09-17,Male,Master's,2022-06-12,IT,IT Support Specialist,Entry,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,87223.71,3,Active,20,Bengali,2,48,46-55,1-3 Years,75K-100K,2023,1.5,21,24,1981.0,233.5,16.0,High,5.0,2162.87,3068.88,500-5K,500-5K,Very High,16-20,Below Average,21-40,21-40,1901-2100,Above 200
1296,Jonathan Copeland,2003-10-30,Male,Doctorate,2021-10-07,Finance,Financial Analyst,Operational,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,81466.17,0,Resigned,18,Bengali,0,21,18-25,<1 Year,75K-100K,2021,4.0,11,15,2064.0,4.0,15.0,Low,5.0,2751.68,3489.61,500-5K,500-5K,Very High,11-15,Good,10-20,10-20,1901-2100,0-50
1297,Kimberly Watkins,1983-06-24,Female,Bachelor's,2022-12-23,Marketing,Marketing Coordinator,Entry,North America,USA,37.7749,-122.4194,Onsite,Full-time,75716.92,1,Resigned,22,USA-Other,0,41,36-45,<1 Year,75K-100K,2024,3.4285714285714284,77,97,2048.5714285714284,151.57142857142858,12.571428571428571,Moderate,3.2857142857142856,18710.08,12928.66,15K-20K,10K-20K,High,11-15,Good,61-80,Above 80,1901-2100,151-200
1298,Kelsey Hernandez,1965-01-12,Female,High School,2019-11-09,Finance,Accountant,Operational,Asia,Bangladesh,23.685,90.3563,Onsite,Full-time,98519.26,3,Active,18,Bengali,5,59,56-66,4-6 Years,75K-100K,2023,2.6,56,66,1849.4,158.8,5.6,High,3.2,9296.630000000001,13024.35,5K-10K,10K-20K,High,6-10,Average,41-60,61-80,1701-1900,151-200
1299,Dipl.-Ing. Stefan Christoph B.Eng.,1976-03-29,Female,High School,2020-07-01,R&D,R&D Engineer,Mid-Level,Europe,Germany,52.52,13.405,Remote,Part-time,53759.25,4,Active,22,German,4,48,46-55,4-6 Years,50K-75K,2023,2.0,40,45,1926.75,138.0,12.5,High,2.25,4554.99,7638.25,500-5K,5K-10K,Medium,11-15,Below Average,21-40,41-60,1901-2100,101-150
1300,Christine Whitaker,1981-02-19,Male,Doctorate,2020-06-17,Operations,Logistics Manager,Mid-Level,Asia,Bangladesh,23.685,90.3563,Onsite,Full-time,77659.09,0,Active,22,Bengali,4,43,36-45,4-6 Years,75K-100K,2023,2.5,42,49,2193.5,240.5,12.0,Moderate,2.75,6085.43,9195.37,5K-10K,5K-10K,Medium,11-15,Average,41-60,41-60,Above 2100,Above 200
1301,Chanakya Barad,1973-10-11,Female,Bachelor's,2021-02-19,IT,Software Engineer,Operational,Asia,India,28.7041,77.1025,Remote,Full-time,65041.16,2,Active,22,Dravidian,3,51,46-55,1-3 Years,50K-75K,2023,1.6666666666666667,31,36,1944.0,179.66666666666666,14.333333333333334,Moderate,4.333333333333333,4031.89,4960.02,500-5K,500-5K,Very High,11-15,Below Average,21-40,21-40,1901-2100,151-200
1302,Aryan Contractor,1973-04-02,Male,Bachelor's,2021-10-11,Sales,Sales Representative,Entry,Asia,India,28.7041,77.1025,Remote,Full-time,51925.66,0,Resigned,22,Indo-Aryan,2,51,46-55,1-3 Years,50K-75K,2021,3.0,10,12,1878.0,219.0,19.0,Moderate,5.0,2309.98,2590.57,500-5K,500-5K,Very High,16-20,Average,10-20,10-20,1701-1900,Above 200
