Employee ID,Full Name,Date of Birth,Gender,Education Level,Hire Date,Department,Job Title,Organization Level,Region,Country,Latitude,Longitude,Employment Status,Employment Type,Base Salary ($),Times Promoted,Years at Company,Current Employment Status,Annual Leave Entitlement (days),Ethnicity,Image Path
1487,Sofia Caspar-Becker,1993-03-13,Male,Associate's,2022-08-05,Finance,Financial Analyst,Operational,Europe,Germany,52.52,13.405,Remote,Full-time,119582.82,3,4,Resigned,18,German,
1488,Brianna Doyle,1993-07-28,Male,Doctorate,2022-03-08,Marketing,Marketing Coordinator,Entry,Asia,Bangladesh,23.685,90.3563,Onsite,Full-time,115333.89,1,9,Active,18,Bengali,
1489,Ing. Antonie Stroh B.Sc.,1995-11-07,Male,Associate's,2022-05-24,Sales,Sales Representative,Entry,Europe,Germany,52.52,13.405,Onsite,Full-time,119789.41,3,2,Active,15,Turkish,
1490,Eshana Shetty,1988-07-14,Male,Associate's,2020-03-05,Marketing,Marketing Coordinator,Entry,Asia,India,28.7041,77.1025,Onsite,Full-time,49427.98,1,2,Active,24,Indo-Aryan,
1491,Janine Metz,1972-02-28,Male,Associate's,2021-02-08,IT,Data Scientist,Mid-Level,Europe,Germany,52.52,13.405,Remote,Part-time,51442.99,2,4,Active,22,German,
1492,Brunhild Rädel,1995-05-17,Female,Bachelor's,2021-07-25,Operations,Logistics Manager,Mid-Level,Europe,Germany,52.52,13.405,Onsite,Full-time,74508.34,4,6,Active,20,German,
1493,Kimberly Rose,1976-12-13,Male,Master's,2022-07-27,Sales,Sales Representative,Entry,North America,USA,37.7749,-122.4194,Remote,Full-time,74812.27,1,4,Active,18,White,
1494,Dipl.-Ing. Rudolph Häring B.Sc.,1970-07-19,Female,Doctorate,2019-08-31,Sales,Sales Representative,Entry,Europe,Germany,52.52,13.405,Remote,Full-time,41675.34,3,2,Active,24,German,
1495,Anvi Cherian,1977-06-20,Female,Doctorate,2019-09-18,Operations,Operations Coordinator,Entry,Asia,India,28.7041,77.1025,Remote,Full-time,78129.93,1,6,Resigned,18,Indo-Aryan,
1496,Robin Hill,1989-09-26,Female,Master's,2022-11-24,Operations,Logistics Manager,Mid-Level,Europe,UK,51.5074,-0.1278,Onsite,Full-time,41929.97,0,6,Active,24,White British,
1497,Ann Davison,1983-06-17,Female,Associate's,2022-11-02,Sales,Sales Representative,Entry,Europe,UK,51.5074,-0.1278,Remote,Full-time,106901.42,2,10,Active,18,White British,
1498,James Fischer,1960-07-11,Male,Bachelor's,2021-11-27,IT,IT Support Specialist,Entry,Asia,Bangladesh,23.685,90.3563,Onsite,Full-time,52220.88,1,3,Active,22,Bengali,
1499,Meera Chhabra,1982-06-16,Male,High School,2021-02-24,IT,Software Engineer,Operational,Asia,India,28.7041,77.1025,Onsite,Full-time,52913.12,3,2,Active,22,Indo-Aryan,
1500,Michael Oliver,1992-11-10,Male,Bachelor's,2020-07-22,Operations,Operations Coordinator,Entry,North America,USA,37.7749,-122.4194,Onsite,Full-time,52259.6,2,9,Active,24,White,
1501,Bernward Mende,1965-02-11,Male,Bachelor's,2019-03-17,HR,HR Specialist,Operational,Europe,Germany,52.52,13.405,Remote,Full-time,91528.52,4,1,Active,18,German,
1502,Samantha Jacobs DVM,1998-08-16,Female,Associate's,2020-01-05,R&D,R&D Engineer,Mid-Level,North America,USA,37.7749,-122.4194,Remote,Full-time,67573.91,4,9,Active,20,Black,
1503,Henni Rädel,1960-12-09,Male,Doctorate,2021-07-22,R&D,Research Scientist,Mid-Level,Europe,Germany,52.52,13.405,Remote,Full-time,112869.17,3,5,Active,18,German,
1504,Scott Ward,1972-06-11,Male,High School,2020-02-20,IT,IT Support Specialist,Entry,Europe,UK,51.5074,-0.1278,Remote,Part-time,64893.67,4,10,Active,22,Black British,
1505,Nigel Roberts,1960-05-20,Male,Associate's,2022-08-13,Finance,Accountant,Operational,Europe,UK,51.5074,-0.1278,Remote,Full-time,52101.03,4,10,Active,22,White British,
1506,Timothy Ellis,2006-04-23,Male,Associate's,2020-02-01,Finance,Accountant,Operational,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,76723.69,0,9,Active,20,BD-Tribal,
1507,James Bowman,1984-08-15,Male,High School,2021-02-27,Sales,Account Executive,Operational,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,89697.38,0,5,Active,20,Bengali,
1508,Wayne Jackson,2005-03-18,Female,High School,2022-05-06,IT,Software Engineer,Operational,North America,USA,37.7749,-122.4194,Remote,Full-time,68132.25,2,6,Active,22,White,
1509,Kathryn Lane,1973-05-16,Female,Bachelor's,2020-06-05,IT,IT Support Specialist,Entry,Europe,UK,51.5074,-0.1278,Onsite,Full-time,77330.75,3,7,Active,18,White British,
1510,Advik Ghose,1988-05-01,Male,Associate's,2022-01-11,Finance,Accountant,Operational,Asia,India,28.7041,77.1025,Remote,Full-time,62334.3,0,6,Active,22,Indo-Aryan,
1511,Jean Page-Bell,1972-08-05,Male,High School,2022-12-21,R&D,R&D Engineer,Mid-Level,Europe,UK,51.5074,-0.1278,Remote,Full-time,80143.09,0,7,Active,20,Asian British,
1512,Timo Roht,1985-09-08,Female,Master's,2021-10-22,Operations,Operations Coordinator,Entry,Europe,Germany,52.52,13.405,Remote,Full-time,74639.51,3,1,Active,18,Turkish,
1513,William Pierce,1993-11-25,Female,Master's,2019-06-25,HR,HR Specialist,Operational,North America,USA,37.7749,-122.4194,Onsite,Part-time,81356.87,3,2,Active,20,White,
1514,Derek Webster,1996-04-23,Female,Bachelor's,2018-06-30,Finance,Financial Analyst,Operational,North America,USA,37.7749,-122.4194,Onsite,Part-time,114100.06,1,2,Active,18,White,
1515,Cynthia Myers,1962-02-25,Female,Associate's,2019-08-16,Operations,Logistics Manager,Mid-Level,Asia,Bangladesh,23.685,90.3563,Onsite,Part-time,54344.77,4,5,Resigned,24,Bengali,
1516,Mr. Nathan Mueller,1972-05-08,Male,High School,2019-02-19,Sales,Sales Representative,Entry,North America,USA,37.7749,-122.4194,Remote,Full-time,123635.67,1,2,Active,15,Black,
1517,Renata Hecker,1960-10-19,Male,Bachelor's,2018-01-24,R&D,R&D Engineer,Mid-Level,Europe,Germany,52.52,13.405,Onsite,Part-time,72737.78,2,10,Active,22,Germany-Other,
1518,Samuel Burnett,2003-03-17,Female,Master's,2019-02-05,Finance,Financial Analyst,Operational,Asia,Bangladesh,23.685,90.3563,Onsite,Full-time,61164.41,2,2,Active,22,Bengali,
1519,Fritz Schönland,1996-06-27,Female,Master's,2018-03-01,Operations,Logistics Manager,Mid-Level,Europe,Germany,52.52,13.405,Onsite,Full-time,71784.07,1,2,Active,22,Turkish,
1520,Sherry Smith,1966-01-27,Female,Associate's,2021-02-27,R&D,R&D Engineer,Mid-Level,North America,USA,37.7749,-122.4194,Onsite,Part-time,44687.26,0,10,Active,24,White,
1521,Mary Little,1974-11-01,Other,Master's,2018-11-24,IT,Software Engineer,Operational,Asia,Bangladesh,23.685,90.3563,Onsite,Full-time,111167.74,2,6,Active,15,Bengali,
1522,Qarin Grover,1959-02-12,Male,Master's,2019-04-15,IT,Data Scientist,Mid-Level,Asia,India,28.7041,77.1025,Remote,Full-time,81279.41,4,8,Active,20,Indo-Aryan,
1523,Laurie Hunt,1972-07-15,Male,Master's,2020-11-03,Finance,Financial Analyst,Operational,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,51662.67,1,9,Active,22,Bengali,
1524,Yashodhara Issac,1968-03-06,Male,High School,2018-02-01,R&D,Research Scientist,Mid-Level,Asia,India,28.7041,77.1025,Remote,Full-time,77120.74,0,5,Active,22,Indo-Aryan,
1525,Gerold Fritsch-Koch II,1964-07-04,Female,High School,2018-05-02,R&D,Research Scientist,Mid-Level,Europe,Germany,52.52,13.405,Onsite,Part-time,44507.67,3,1,Active,22,Germany-Other,
1526,Univ.Prof. Karolin Budig,1985-10-21,Female,Bachelor's,2021-12-06,Finance,Financial Analyst,Operational,Europe,Germany,52.52,13.405,Remote,Full-time,46465.05,1,5,Active,22,German,
1527,Wanda Hamilton,1994-05-28,Female,Doctorate,2021-07-08,Sales,Sales Representative,Entry,North America,USA,37.7749,-122.4194,Onsite,Part-time,83981.86,4,7,Active,18,Asian,
1528,Lauren Hamilton,1980-10-06,Male,Associate's,2021-01-24,Marketing,Marketing Coordinator,Entry,North America,USA,37.7749,-122.4194,Onsite,Part-time,52933.16,3,6,Active,24,Asian,
1529,Peter Williams,1970-08-03,Female,Bachelor's,2018-07-11,Marketing,Content Strategist,Operational,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,125320.47,3,2,Active,15,Bengali,
1530,Ryan Ramirez,1989-09-30,Female,Doctorate,2022-07-28,Sales,Sales Manager,Mid-Level,North America,USA,37.7749,-122.4194,Remote,Full-time,60216.29,0,4,Active,22,Black,
1531,Hanny Loos,2006-07-24,Female,Bachelor's,2019-02-09,Finance,Financial Analyst,Operational,Europe,Germany,52.52,13.405,Remote,Part-time,65911.74,1,4,Active,22,German,
1532,Rebecca Mcdonald,1977-08-05,Female,High School,2020-02-22,R&D,Research Scientist,Mid-Level,Asia,Bangladesh,23.685,90.3563,Onsite,Full-time,55844.83,0,1,Active,22,BD-Tribal,
1533,Univ.Prof. Abram Mude B.A.,1965-08-17,Male,Bachelor's,2022-12-03,Sales,Sales Representative,Entry,Europe,Germany,52.52,13.405,Onsite,Full-time,76069.69,3,10,Active,22,German,
1534,Daniel Fisher,1981-12-08,Female,Master's,2018-03-24,IT,Software Engineer,Operational,North America,USA,37.7749,-122.4194,Onsite,Full-time,40685.34,0,4,Active,22,White,
1535,Henny Wieloch-Köster,2000-11-26,Female,Master's,2018-03-06,Sales,Sales Manager,Mid-Level,Europe,Germany,52.52,13.405,Onsite,Full-time,72356.33,1,10,Active,20,German,
1536,Lewis Kelly,2000-07-09,Female,Bachelor's,2022-08-05,IT,Software Engineer,Operational,Europe,UK,51.5074,-0.1278,Remote,Part-time,40788.03,1,4,Active,22,White British,
1537,Udyati Loke,1981-06-13,Female,Doctorate,2020-12-03,R&D,R&D Engineer,Mid-Level,Asia,India,28.7041,77.1025,Onsite,Full-time,61574.62,4,6,Resigned,22,Dravidian,
1538,Sarah Garcia,1971-11-18,Male,Associate's,2022-11-19,Sales,Account Executive,Operational,Asia,Bangladesh,23.685,90.3563,Remote,Part-time,41623.28,4,1,Active,24,Bengali,
1539,Mark Flores,1975-02-28,Male,Associate's,2018-12-18,IT,IT Support Specialist,Entry,North America,USA,37.7749,-122.4194,Remote,Full-time,75039.21,3,5,Active,22,Hispanic,
1540,Josephine Cartwright,1980-04-08,Female,High School,2020-06-04,Operations,Operations Coordinator,Entry,Europe,UK,51.5074,-0.1278,Remote,Full-time,62269.4,3,4,Active,22,UK-Other,
1541,Jonathan Parker,1960-03-06,Female,Doctorate,2019-05-16,Sales,Account Executive,Operational,Asia,Bangladesh,23.685,90.3563,Onsite,Full-time,70321.9,3,6,Active,22,Bengali,
1542,Amber Phillips,2001-12-18,Male,Associate's,2019-12-09,Sales,Sales Representative,Entry,Europe,UK,51.5074,-0.1278,Remote,Full-time,58756.24,2,3,Resigned,22,White British,
1543,Yashica Amble,1977-01-16,Male,High School,2021-01-28,Marketing,Content Strategist,Operational,Asia,India,28.7041,77.1025,Remote,Full-time,98246.24,0,9,Active,18,Indo-Aryan,
1544,Tina Hayes,1969-09-25,Male,High School,2021-01-02,IT,Data Scientist,Mid-Level,Europe,UK,51.5074,-0.1278,Remote,Full-time,113574.05,2,1,Active,15,White British,
1545,Melissa Hudson,1958-12-17,Female,Bachelor's,2020-07-30,IT,Software Engineer,Operational,North America,USA,37.7749,-122.4194,Onsite,Part-time,72234.12,0,7,Active,20,Black,
1546,Emily Bishop,1963-12-29,Male,Associate's,2022-10-24,Marketing,Content Strategist,Operational,Asia,Bangladesh,23.685,90.3563,Onsite,Full-time,79798.39,3,8,Active,20,Bengali,
1547,Joel Morley,1975-05-15,Female,High School,2021-01-28,IT,IT Support Specialist,Entry,Europe,UK,51.5074,-0.1278,Onsite,Part-time,42273.88,0,6,Active,22,White British,
1548,Jimmy Coleman,1970-04-30,Male,High School,2018-03-15,IT,Data Scientist,Mid-Level,North America,USA,37.7749,-122.4194,Onsite,Part-time,73489.5,4,7,Active,18,Black,
1549,Jeremiah Chad,1996-04-25,Female,Associate's,2020-01-14,IT,Software Engineer,Operational,Asia,India,28.7041,77.1025,Onsite,Full-time,82545.48,3,8,Active,18,Dravidian,
1550,Dan Thanel,1985-05-10,Female,High School,2019-10-02,IT,IT Support Specialist,Entry,Europe,Germany,52.52,13.405,Onsite,Full-time,37117.79,3,4,Active,25,German,
1551,Univ.Prof. Nicolai Gude B.Sc.,1999-02-07,Male,Bachelor's,2021-10-28,Sales,Sales Representative,Entry,Europe,Germany,52.52,13.405,Onsite,Full-time,69061.92,3,3,Active,22,German,
1552,Andrew Gillespie,1972-10-20,Male,Master's,2019-11-26,R&D,R&D Engineer,Mid-Level,North America,USA,37.7749,-122.4194,Remote,Part-time,49937.06,2,6,Active,22,White,
1553,Frau Ursula Hettner,1995-06-16,Female,High School,2020-04-01,Sales,Sales Representative,Entry,Europe,Germany,52.52,13.405,Onsite,Full-time,87101.82,3,10,Active,18,German,
1554,Jamie Howell,1977-04-30,Male,Doctorate,2021-11-14,IT,Software Engineer,Operational,North America,USA,37.7749,-122.4194,Remote,Part-time,76727.67,3,9,Active,22,White,
1555,Samarth Prabhu,2002-08-27,Male,Associate's,2018-12-21,Finance,Financial Analyst,Operational,Asia,India,28.7041,77.1025,Remote,Full-time,77970.4,2,10,Resigned,22,Indo-Aryan,
1556,Adam Hänel-Patberg,1959-10-02,Other,Associate's,2020-12-07,Operations,Operations Coordinator,Entry,Europe,Germany,52.52,13.405,Onsite,Part-time,75121.75,0,8,Active,18,German,
1557,Dipl.-Ing. Alf Meyer MBA.,2004-02-04,Male,Doctorate,2021-12-22,R&D,Research Scientist,Mid-Level,Europe,Germany,52.52,13.405,Remote,Full-time,62197.74,4,5,Active,22,Germany-Other,
1558,Sarah Ramirez,1963-06-14,Female,Bachelor's,2020-08-27,IT,Data Scientist,Mid-Level,North America,USA,37.7749,-122.4194,Remote,Full-time,68832.02,0,8,Active,22,White,
1559,Keith Brady,2002-06-19,Other,High School,2020-10-22,IT,IT Support Specialist,Entry,North America,USA,37.7749,-122.4194,Onsite,Full-time,54652.73,2,2,Active,22,White,
1560,Kimberly Rojas,1966-01-27,Male,High School,2018-03-12,IT,Software Engineer,Operational,North America,USA,37.7749,-122.4194,Onsite,Full-time,59421.63,0,3,Active,22,Hispanic,
1561,Terry Noble,1979-09-21,Female,Master's,2020-02-06,Operations,Logistics Manager,Mid-Level,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,44478.18,1,4,Active,24,Bengali,
1562,Advaith Dara,1963-07-08,Female,Associate's,2020-07-12,Sales,Sales Manager,Mid-Level,Asia,India,28.7041,77.1025,Onsite,Part-time,97521.94,2,10,Active,18,Indo-Aryan,
1563,Bartholomäus Kreusel B.Sc.,1987-07-13,Male,Bachelor's,2019-09-01,Marketing,Content Strategist,Operational,Europe,Germany,52.52,13.405,Remote,Full-time,100962.57,3,6,Active,15,German,
1564,Andrew Calhoun,1960-09-22,Female,Doctorate,2020-06-28,Finance,Financial Analyst,Operational,Asia,Bangladesh,23.685,90.3563,Onsite,Part-time,120631.06,1,8,Active,15,Bengali,
1565,Marieluise Salz,1972-03-08,Male,High School,2019-06-24,IT,Software Engineer,Operational,Europe,Germany,52.52,13.405,Onsite,Full-time,59881.82,4,9,Active,24,German,
1566,Ms Katie Thomas,2000-04-26,Female,Associate's,2019-04-28,IT,Software Engineer,Operational,Europe,UK,51.5074,-0.1278,Remote,Full-time,93820.91,4,9,Active,18,White British,
1567,Dr. Anton Eimer,1993-02-15,Male,Bachelor's,2022-09-10,Marketing,Content Strategist,Operational,Europe,Germany,52.52,13.405,Onsite,Part-time,90679.86,1,8,Active,18,German,
1568,Hiral Zacharia,1967-07-11,Male,Doctorate,2018-03-21,Finance,Financial Analyst,Operational,Asia,India,28.7041,77.1025,Remote,Full-time,41157.97,3,6,Active,24,Indo-Aryan,
1569,Lisa Cameron,1960-08-30,Female,Associate's,2022-05-21,IT,Software Engineer,Operational,Asia,Bangladesh,23.685,90.3563,Onsite,Full-time,70070.41,4,6,Active,18,Bengali,
1570,Waltraut Hellwig-Ruppert,1986-03-08,Female,Master's,2019-01-14,Sales,Sales Representative,Entry,Europe,Germany,52.52,13.405,Onsite,Full-time,73852.17,1,7,Active,22,Germany-Other,
1571,Lauren Lewis,1969-11-28,Female,Doctorate,2022-06-07,IT,Software Engineer,Operational,Asia,Bangladesh,23.685,90.3563,Onsite,Full-time,72568.34,4,8,Active,22,Bengali,
1572,Christopher Brown,1967-10-28,Male,Bachelor's,2022-12-10,IT,Data Scientist,Mid-Level,North America,USA,37.7749,-122.4194,Remote,Full-time,113795.59,1,8,Active,18,Hispanic,
1573,Patrick Hurst,1998-01-14,Male,High School,2020-07-30,Sales,Account Executive,Operational,North America,USA,37.7749,-122.4194,Onsite,Full-time,112653.13,0,8,Active,18,White,
1574,Megan Kelly,1972-11-28,Female,Doctorate,2021-01-11,IT,Data Scientist,Mid-Level,Europe,UK,51.5074,-0.1278,Remote,Full-time,30323.47,3,1,Active,25,Asian British,
1575,Ing. Claus-Peter Hartung B.Sc.,1964-08-18,Male,High School,2022-08-05,IT,Software Engineer,Operational,Europe,Germany,52.52,13.405,Onsite,Part-time,49956.17,0,2,Resigned,24,German,
1576,Leroy Owens,1969-04-04,Female,High School,2018-11-16,Operations,Operations Coordinator,Entry,North America,USA,37.7749,-122.4194,Onsite,Full-time,116827.2,2,2,Active,18,White,
1577,Kelly Hahn,1988-09-07,Male,Associate's,2021-08-28,HR,HR Specialist,Operational,North America,USA,37.7749,-122.4194,Remote,Full-time,56531.82,2,8,Active,22,White,
1578,Guy Wells,1975-05-05,Male,Associate's,2020-03-01,IT,Software Engineer,Operational,Europe,UK,51.5074,-0.1278,Onsite,Full-time,59217.21,1,3,Active,22,Black British,
1579,Luis Evans,1996-09-09,Female,High School,2020-05-14,HR,HR Specialist,Operational,North America,USA,37.7749,-122.4194,Remote,Full-time,42524.05,3,10,Active,24,White,
1580,Matthew Haynes,1981-04-08,Male,Bachelor's,2020-06-16,IT,Software Engineer,Operational,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,87441.38,3,2,Active,20,Bengali,
1581,Fabienne Sontag,1981-10-09,Female,High School,2021-08-05,IT,IT Support Specialist,Entry,Europe,Germany,52.52,13.405,Onsite,Full-time,105917.87,1,9,Active,15,Turkish,
1582,Falan De,1974-03-19,Male,Associate's,2019-08-10,Operations,Logistics Manager,Mid-Level,Asia,India,28.7041,77.1025,Onsite,Full-time,128259.28,3,8,Active,15,Indo-Aryan,
1583,Bodo Zänker,1990-01-18,Male,High School,2019-03-12,Sales,Sales Representative,Entry,Europe,Germany,52.52,13.405,Onsite,Full-time,56458.65,1,3,Active,22,German,
1584,Stacey Davis,2006-01-28,Male,High School,2022-12-04,Sales,Sales Manager,Mid-Level,North America,USA,37.7749,-122.4194,Remote,Part-time,61473.11,4,2,Active,20,White,
1585,Viraj Sandhu,1969-07-05,Male,Bachelor's,2021-07-24,HR,HR Specialist,Operational,Asia,India,28.7041,77.1025,Onsite,Full-time,52400.91,0,3,Resigned,22,India-Tribal,
1586,Becky Davis,1975-05-10,Female,Associate's,2020-07-07,HR,HR Specialist,Operational,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,122356.65,3,5,Resigned,15,Bengali,
1587,Nitara Sodhi,1973-01-11,Male,High School,2018-08-14,Marketing,Marketing Coordinator,Entry,Asia,India,28.7041,77.1025,Onsite,Full-time,107626.15,4,6,Resigned,15,Dravidian,
1588,Samuel Morar,1971-12-19,Female,Bachelor's,2018-09-03,Sales,Sales Representative,Entry,Asia,India,28.7041,77.1025,Remote,Full-time,51107.48,1,4,Active,24,Indo-Aryan,
1589,Ucchal Dhawan,1966-12-01,Male,Bachelor's,2020-05-05,Marketing,Marketing Coordinator,Entry,Asia,India,28.7041,77.1025,Remote,Part-time,109823.84,1,5,Active,18,Indo-Aryan,
1590,Dr Reece Thompson,1986-08-11,Male,High School,2021-12-26,Operations,Logistics Manager,Mid-Level,Europe,UK,51.5074,-0.1278,Remote,Part-time,120184.87,3,8,Active,15,White British,
1591,Todd Baker,1986-05-31,Female,High School,2021-02-04,HR,HR Manager,Senior,North America,USA,37.7749,-122.4194,Remote,Full-time,51147.8,2,3,Active,22,White,
1592,Michael Roberts,2006-08-27,Female,High School,2019-06-04,Finance,Financial Analyst,Operational,North America,USA,37.7749,-122.4194,Onsite,Part-time,83715.54,1,5,Resigned,18,USA-Other,
1593,Jelena Bolzmann,1986-08-25,Female,Master's,2022-05-27,Sales,Sales Manager,Mid-Level,Europe,Germany,52.52,13.405,Remote,Full-time,75565.32,4,4,Active,22,German,
1594,Amber Foley,1985-03-17,Male,Associate's,2022-03-04,Finance,Financial Analyst,Operational,North America,USA,37.7749,-122.4194,Remote,Full-time,62598.01,0,3,Active,20,Hispanic,
1595,Benjamin Watson-Smith,1990-07-06,Male,Master's,2021-08-30,Marketing,Content Strategist,Operational,Europe,UK,51.5074,-0.1278,Remote,Full-time,73455.5,2,1,Active,20,UK-Other,
1596,Helmut Mitschke,1975-11-21,Male,High School,2022-10-17,Sales,Sales Representative,Entry,Europe,Germany,52.52,13.405,Remote,Full-time,105567.25,3,1,Active,18,German,
1597,Dustin Cooper,1981-10-07,Other,Doctorate,2019-05-17,Finance,Financial Analyst,Operational,Asia,Bangladesh,23.685,90.3563,Remote,Part-time,91337.0,0,6,Active,18,Bengali,
1598,Clifford Evans,1988-09-26,Male,Associate's,2019-09-19,Sales,Sales Manager,Mid-Level,North America,USA,37.7749,-122.4194,Remote,Full-time,75965.53,1,8,Active,22,White,
1599,Melissa Lane,2000-10-16,Male,Associate's,2022-12-06,Marketing,Content Strategist,Operational,North America,USA,37.7749,-122.4194,Onsite,Full-time,64374.45,3,8,Active,22,Black,
1600,Sai Vohra,1977-08-24,Male,Doctorate,2019-07-13,Operations,Operations Coordinator,Entry,Asia,India,28.7041,77.1025,Onsite,Full-time,129189.55,2,5,Active,15,Indo-Aryan,
1601,Yauvani Mohanty,1974-04-21,Male,Bachelor's,2020-04-12,Marketing,Marketing Coordinator,Entry,Asia,India,28.7041,77.1025,Remote,Full-time,50949.71,2,6,Active,22,Indo-Aryan,
1602,Prof. Canan Loos MBA.,1993-04-09,Female,Bachelor's,2021-03-08,Sales,Sales Representative,Entry,Europe,Germany,52.52,13.405,Remote,Part-time,61742.98,0,10,Active,22,Germany-Other,
1603,Hildegard Ditschlerin,1960-04-23,Female,Associate's,2019-10-31,HR,HR Specialist,Operational,Europe,Germany,52.52,13.405,Remote,Part-time,44059.75,2,8,Active,24,German,
1604,Carly Velez,1965-09-16,Male,Bachelor's,2022-10-31,HR,HR Manager,Senior,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,50509.29,0,8,Resigned,24,Bengali,
1605,Elwira Vollbrecht,1985-07-09,Female,Bachelor's,2021-08-06,Operations,Logistics Manager,Mid-Level,Europe,Germany,52.52,13.405,Onsite,Full-time,46376.29,4,8,Active,24,German,
1606,Justin Hurst,1972-06-22,Female,Doctorate,2021-02-17,IT,IT Support Specialist,Entry,Asia,Bangladesh,23.685,90.3563,Onsite,Full-time,132792.69,0,2,Active,15,Bengali,
1607,Rudra Bera,1999-06-15,Male,Doctorate,2019-01-08,Finance,Accountant,Operational,Asia,India,28.7041,77.1025,Remote,Full-time,53453.05,1,7,Active,22,India-Tribal,
1608,Cameron Mcbride,1964-12-21,Female,Bachelor's,2018-08-04,Marketing,Marketing Coordinator,Entry,North America,USA,37.7749,-122.4194,Onsite,Part-time,131054.25,1,5,Active,15,White,
1609,Kimberly Hunt,1991-09-29,Male,Associate's,2021-11-25,Operations,Operations Coordinator,Entry,Asia,Bangladesh,23.685,90.3563,Onsite,Part-time,41804.04,3,3,Active,24,Bengali,
1610,Alison Hart,1991-11-02,Male,Bachelor's,2020-08-16,Sales,Sales Representative,Entry,North America,USA,37.7749,-122.4194,Onsite,Full-time,82269.46,4,1,Active,18,Hispanic,
1611,Carl Brown,1988-12-07,Female,Doctorate,2020-05-05,Finance,Financial Analyst,Operational,North America,USA,37.7749,-122.4194,Remote,Part-time,89261.53,1,6,Active,20,White,
1612,Matthew Webb,1993-04-18,Female,High School,2019-02-23,IT,Software Engineer,Operational,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,44860.15,1,5,Active,22,Bengali,
1613,Robert Harrington,1970-12-26,Female,High School,2021-02-26,R&D,Research Scientist,Mid-Level,North America,USA,37.7749,-122.4194,Onsite,Full-time,79492.35,1,7,Active,18,Hispanic,
1614,Katherine Ruiz,1997-09-07,Male,Doctorate,2021-04-05,Finance,Financial Analyst,Operational,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,120790.3,2,2,Active,15,Bengali,
1615,Warhi Doctor,1976-07-09,Male,Master's,2021-11-12,Operations,Operations Coordinator,Entry,Asia,India,28.7041,77.1025,Onsite,Full-time,57491.03,1,6,Active,24,Dravidian,
1616,Lindsay Hutchinson,1993-06-02,Female,Master's,2021-11-06,Operations,Logistics Manager,Mid-Level,North America,USA,37.7749,-122.4194,Remote,Full-time,48221.29,1,5,Resigned,24,Hispanic,
1617,Julie Lester,1996-08-25,Female,High School,2019-02-02,Sales,Sales Representative,Entry,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,102248.84,3,5,Active,15,Bengali,
1618,Amanda Guzman,1969-07-22,Male,Associate's,2021-05-02,Sales,Sales Representative,Entry,North America,USA,37.7749,-122.4194,Onsite,Full-time,76837.09,1,6,Active,22,White,
1619,Editha Rudolph,2000-03-12,Female,Bachelor's,2022-12-06,HR,HR Specialist,Operational,Europe,Germany,52.52,13.405,Remote,Full-time,45621.59,2,7,Active,22,German,
1620,Barry Matthews,1975-09-22,Female,High School,2019-01-29,Marketing,Marketing Coordinator,Entry,Europe,UK,51.5074,-0.1278,Onsite,Full-time,71743.1,2,4,Active,22,Black British,
1621,Prof. Burkard Hande,1977-09-22,Female,Associate's,2022-03-26,R&D,R&D Engineer,Mid-Level,Europe,Germany,52.52,13.405,Onsite,Full-time,64424.59,4,6,Active,22,German,
1622,Ms Rebecca Matthews,1965-01-14,Male,Associate's,2021-11-04,Sales,Sales Representative,Entry,Europe,UK,51.5074,-0.1278,Onsite,Full-time,57947.86,1,6,Active,22,White British,
1623,Hritik Bhatt,1981-01-26,Male,Doctorate,2022-12-06,IT,Software Engineer,Operational,Asia,India,28.7041,77.1025,Onsite,Full-time,51469.01,3,4,Active,24,Indo-Aryan,
1624,Justin Shaw,1975-05-26,Male,High School,2020-03-19,Operations,Logistics Manager,Mid-Level,Asia,Bangladesh,23.685,90.3563,Onsite,Full-time,46356.92,2,8,Active,24,Bengali,
1625,James Sanchez,2006-01-21,Male,Associate's,2020-05-17,R&D,Research Scientist,Mid-Level,Asia,Bangladesh,23.685,90.3563,Remote,Full-time,102400.64,3,2,Active,15,Bengali,
1626,Ganga Chad,2003-07-01,Male,Associate's,2021-07-11,Operations,Operations Coordinator,Entry,Asia,India,28.7041,77.1025,Onsite,Full-time,56619.73,3,8,Resigned,22,Indo-Aryan,
1627,Dr Max Chambers,1997-12-05,Female,High School,2022-08-29,Sales,Sales Representative,Entry,Europe,UK,51.5074,-0.1278,Onsite,Full-time,69205.32,0,3,Active,22,White British,
1628,Alexander Wells,2001-08-21,Female,Doctorate,2021-10-31,HR,HR Manager,Senior,North America,USA,37.7749,-122.4194,Remote,Full-time,112580.82,0,7,Active,18,White,
